target,distractor,set,ans1,ans2,total_experiment_thisRepN,total_experiment_thisTrialN,total_experiment_thisN,total_experiment_thisIndex,word_task_thisRepN,word_task_thisTrialN,word_task_thisN,word_task_thisIndex,flanker_task_thisRepN,flanker_task_thisTrialN,flanker_task_thisN,flanker_task_thisIndex,conjunction_task_thisRepN,conjunction_task_thisTrialN,conjunction_task_thisN,conjunction_task_thisIndex,second_end_thisRepN,second_end_thisTrialN,second_end_thisN,second_end_thisIndex,last_end_thisRepN,last_end_thisTrialN,last_end_thisN,last_end_thisIndex,fl_inst_loop_thisRepN,fl_inst_loop_thisTrialN,fl_inst_loop_thisN,fl_inst_loop_thisIndex,fl_prac_loop_thisRepN,fl_prac_loop_thisTrialN,fl_prac_loop_thisN,fl_prac_loop_thisIndex,fl_main_loop_thisRepN,fl_main_loop_thisTrialN,fl_main_loop_thisN,fl_main_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,image_4_started,back_2_started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fix_fl_started,targ_started,fl_key_started,fix_fl_stopped,fl_ans,fl_res,fl_corr,fl_rt,fl_key_keys,fl_key_corr,fl_key_rt,mainback_started,key_resp_6_keys,key_resp_6_rt,back_2_stopped,text_5_started,key_resp_9_started,x____,x__,x___1,weather,flanker,conjunction,test_mode,date,expName,psychopyVersion,frameRate
neutral,negative,2,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,8,8,16,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,2,negative,neutral,865.915065900001,866.901852999999,866.901852999999,866.9184687,k,k,1,4.82322180000119,k,1,4.79836969999815,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
negative,neutral,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,9,9,12,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,2,2,2,neutral,negative,872.747328899999,873.735049499999,873.735049499999,873.751876300001,j,j,1,17.0559631000015,j,1,17.0284843999998,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
positive,negative,1,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,10,10,5,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,1,negative,positive,891.808551600001,892.801823799999,892.801823799999,892.8184876,l,l,1,4.89065259999916,l,1,4.86579500000153,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
positive,neutral,2,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,11,17,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,2,2,2,neutral,positive,898.716956999999,899.7016537,899.7016537,899.718209799999,l,l,1,1.92382050000015,l,1,1.89367929999935,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
neutral,neutral,2,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,12,12,10,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,2,neutral,neutral,902.647848399998,903.635200999999,903.635200999999,903.651603,k,j,0,36.5234333000008,j,0,36.4963548999986,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
positive,positive,2,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,13,13,11,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,2,positive,positive,941.173894599999,942.1517454,942.1517454,942.184998700001,l,l,1,2.24000199999864,l,1,2.23673670000062,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
negative,positive,1,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14,14,6,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,1,positive,negative,945.4245125,946.4185481,946.4185481,946.4358123,j,k,0,5.90722019999885,k,0,5.88045129999955,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
positive,negative,2,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15,15,14,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,2,2,2,negative,positive,953.341491699999,954.334995700001,954.334995700001,954.3517347,l,l,1,2.19037469999967,l,1,2.1648658999984,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
neutral,negative,1,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,16,16,7,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,1,negative,neutral,957.541026699999,958.535027899999,958.535027899999,958.551612500001,k,j,0,6.1401975000008,j,0,6.10798580000119,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
neutral,positive,1,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,17,17,4,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,2,2,1,positive,neutral,965.698071699999,966.684957799998,966.684957799998,966.701428999999,k,k,1,2.37374790000104,k,1,2.35023590000128,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
positive,negative,2,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,14,,NaN,NaN,985.2177622,main,1,1,2,negative,positive,987.242014699999,988.2183174,988.2183174,988.251613599999,l,l,1,3.48219249999966,l,1,3.47276649999912,970.071343099999,space,15.1159948999994,987.242014699999,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
neutral,neutral,1,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,1,1,,NaN,NaN,NaN,main,2,2,1,neutral,neutral,992.723880700001,993.7184636,993.7184636,993.7349012,k,j,0,3.82296679999854,j,0,3.79663929999879,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
negative,negative,1,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,2,2,0,,NaN,NaN,NaN,main,2,2,1,negative,negative,998.564385399999,999.5517217,999.5517217,999.568140000001,j,k,0,2.45709440000064,k,0,2.42810770000142,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
positive,neutral,2,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3,3,17,,NaN,NaN,NaN,main,1,1,2,neutral,positive,1003.0250985,1004.0191897,1004.0191897,1004.0365993,l,l,1,1.8233814999985,l,1,1.79144859999724,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
neutral,negative,1,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,4,4,7,,NaN,NaN,NaN,main,2,2,1,negative,neutral,1006.8576653,1007.8514938,1007.8514938,1007.8681221,k,k,1,2.54118519999975,k,1,2.51952979999987,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
neutral,positive,1,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,5,4,,NaN,NaN,NaN,main,2,2,1,positive,neutral,1011.4079809,1012.3847174,1012.3847174,1012.4182185,k,k,1,6.24073089999729,k,1,6.23466159999953,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
positive,positive,1,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6,6,2,,NaN,NaN,NaN,main,1,1,1,positive,positive,1019.6584113,1020.6515468,1020.6515468,1020.6680442,l,l,1,3.22339320000174,l,1,3.20035250000001,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
neutral,negative,2,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,7,7,16,,NaN,NaN,NaN,main,2,2,2,negative,neutral,1024.8911509,1025.8846813,1025.8846813,1025.9014567,k,k,1,4.24068400000033,k,1,4.21511060000194,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
negative,positive,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,8,8,15,,NaN,NaN,NaN,main,2,2,2,positive,negative,1031.1477228,1032.1346216,1032.1346216,1032.1513513,j,j,1,2.07383950000076,j,1,2.05195609999646,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
negative,positive,1,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,9,9,6,,NaN,NaN,NaN,main,2,2,1,positive,negative,1035.2245818,1036.2179834,1036.2179834,1036.2346713,j,k,0,2.3236143000031,k,0,2.30450750000091,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
positive,neutral,1,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,10,10,8,,NaN,NaN,NaN,main,2,2,1,neutral,positive,1039.5578551,1040.5514295,1040.5514295,1040.5679805,l,l,1,2.1065978000006,l,1,2.08366229999956,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
neutral,positive,2,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,11,13,,NaN,NaN,NaN,main,1,1,2,positive,neutral,1043.6742669,1044.6680558,1044.6680558,1044.6846526,k,k,1,17.2740161999973,k,1,17.2545394999979,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
negative,neutral,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,12,12,12,,NaN,NaN,NaN,main,1,1,2,neutral,negative,1062.9576991,1063.9522219,1063.9522219,1063.9697627,j,j,1,2.07376179999846,j,1,2.04397089999838,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
positive,positive,2,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,13,13,11,,NaN,NaN,NaN,main,2,2,2,positive,positive,1067.041472,1068.0346189,1068.0346189,1068.0513512,l,l,1,1.44039639999755,l,1,1.41637859999901,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
neutral,neutral,2,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14,14,10,,NaN,NaN,NaN,main,1,1,2,neutral,neutral,1069.487018,1070.4678792,1070.4678792,1070.5013732,k,k,1,1.33180730000095,k,1,1.31863030000022,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
negative,neutral,1,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15,15,3,,NaN,NaN,NaN,main,2,2,1,neutral,negative,1071.8178778,1072.8017044,1072.8017044,1072.8178474,j,j,1,2.1976760999969,j,1,2.17755359999865,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
positive,negative,1,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,16,16,5,,NaN,NaN,NaN,main,2,2,1,negative,positive,1076.023984,1077.0178447,1077.0178447,1077.0347392,l,l,1,1.80718949999937,l,1,1.77789619999749,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
negative,negative,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,17,17,9,,NaN,NaN,NaN,main,1,1,2,negative,negative,1079.8403221,1080.8342544,1080.8342544,1080.8511738,j,j,1,4.19017109999913,j,1,4.16885209999964,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
negative,positive,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,18,15,,NaN,NaN,NaN,main,2,2,2,positive,negative,1086.0434502,1087.0341994,1087.0341994,1087.0524881,j,k,0,6.10711699999956,k,0,6.08910370000012,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
negative,neutral,1,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,19,3,,NaN,NaN,NaN,main,2,2,1,neutral,negative,1094.1591707,1095.1511413,1095.1511413,1095.1677617,j,j,1,8.02326019999964,j,1,7.99673859999893,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
positive,neutral,2,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,20,17,,NaN,NaN,NaN,main,1,1,2,neutral,positive,1104.1917551,1105.1846089,1105.1846089,1105.2014324,l,l,1,1.32391289999941,l,1,1.29901629999949,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
negative,negative,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,21,9,,NaN,NaN,NaN,main,1,1,2,negative,negative,1106.5186703,1107.5012311,1107.5012311,1107.5176153,j,j,1,2.36519600000247,j,1,2.34989779999887,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
neutral,neutral,2,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,4,22,10,,NaN,NaN,NaN,main,2,2,2,neutral,neutral,1110.8904436,1111.8843437,1111.8843437,1111.9010874,k,k,1,1.25837189999947,k,1,1.23158250000051,NaN,,NaN,NaN,NaN,NaN,120,69,여성,no,yes,yes,no,2023-11-28_14h13.48.693,experiment_2311,2022.2.5,60.0391094760037
