distractor,target,set,ans1,ans2,rep_loop4_thisRepN,rep_loop4_thisTrialN,rep_loop4_thisN,rep_loop4_thisIndex,st2_prac_loop_thisRepN,st2_prac_loop_thisTrialN,st2_prac_loop_thisN,st2_prac_loop_thisIndex,block_thisRepN,block_thisTrialN,block_thisN,block_thisIndex,st2_main_loop_thisRepN,st2_main_loop_thisTrialN,st2_main_loop_thisN,st2_main_loop_thisIndex,image_4_started,wait_img_started,key_resp_3_keys,key_resp_3_rt,image_5_started,ins_rep_img_started,st_prac_back_started,prac_img_started,st_fix_back_started,st_fix_2_started,main_prac,st_back_started,st_ans,st_res,st_corr,st_rt,st2_resp_keys,st2_resp_corr,st_main_back_started,mouse_4_started,main_key_started,main_img_started,mouse_4_x,mouse_4_y,mouse_4_leftButton,mouse_4_midButton,mouse_4_rightButton,main_key_keys,main_key_rt,contineu_img_started,key_resp_9_started,key_resp_9_keys,key_resp_9_rt,text_2_started,text_2_stopped,id_,date,expName,psychopyVersion,frameRate
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,29,29,12,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,251.623548800009,None,None,1,1.53196569997817,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,30,30,8,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,254.158210100024,k,k,1,1.43223030003719,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,31,31,32,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,256.59219929995,k,k,1,1.63286979997065,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,32,32,22,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,259.224141899962,None,None,1,1.5319354000967,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,33,33,41,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,261.758426100016,k,k,1,1.39795239991508,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,34,34,30,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,264.157122500008,None,None,1,1.51606829999946,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,35,35,29,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,266.674556999933,None,None,1,1.53383969992865,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,36,36,25,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,269.209095899947,k,k,1,1.19855729991104,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,37,37,43,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,271.409703799989,None,None,1,1.53007809992414,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,38,38,15,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,273.941892000032,k,k,1,1.26499669998884,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,39,39,54,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,276.208797300002,None,None,1,1.53329409996513,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,40,40,39,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,278.742838799953,None,None,1,1.53163019998465,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,41,41,47,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,281.274548999965,k,k,1,1.33229630009737,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,42,42,18,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,283.608032800024,None,None,1,1.53274709999096,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,43,43,7,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,286.143412199919,None,None,1,1.53191809996497,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,44,44,26,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,288.676800400019,k,k,1,1.39874529989902,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,45,45,40,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,291.075415099971,None,None,1,1.53211580007337,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,46,46,1,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,293.60976199992,None,None,1,1.53360170009546,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,47,47,20,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,296.144042199943,None,None,1,1.53203520004172,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,48,48,17,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,298.676695599919,None,None,1,1.53108930005692,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,49,49,51,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,301.208923700033,None,None,1,1.51672569999937,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,50,50,58,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,303.728550500004,None,None,1,1.53069279994816,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,51,51,45,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,306.259856799967,k,k,1,1.43169120000675,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,52,52,5,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,308.693433800014,None,None,1,1.53146919992287,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,53,53,16,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,311.22533809999,k,k,1,1.4999308999395,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,54,54,3,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,313.726955499966,None,None,1,1.53291349997744,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,55,55,13,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,316.26027269999,None,None,1,1.53232639993075,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,56,56,53,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,318.793467400013,k,k,1,1.50100889999885,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,57,57,42,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,321.296166999964,None,None,1,1.52132189995609,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,58,58,33,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,323.828569500009,None,None,1,1.52439540007617,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,59,59,56,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,326.344810899929,k,k,1,1.70007400005125,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,329.051130699925,329.051130699925,space,19.1220772999804,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,0,0,35,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,348.212134300033,k,k,1,1.32302250002977,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,1,1,34,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,350.545606,k,k,1,1.20049059996381,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,2,2,47,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,352.748719100025,k,k,1,1.11561229999643,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,3,3,45,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,354.863684599986,k,k,1,1.29641359997913,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,4,4,28,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,357.161589600029,None,None,1,1.53232300002128,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,5,5,33,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,359.695447899983,None,None,1,1.5324448000174,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,6,6,42,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,362.229670599918,None,None,1,1.53150919999462,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,7,7,1,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,364.763449399965,None,None,1,1.53239800001029,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,8,8,27,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,367.295597499935,k,k,1,1.36807339999359,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,9,9,21,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,369.664661100018,None,None,1,1.53073739993852,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,10,10,19,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,372.197169699939,k,k,1,1.09813289996237,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,11,11,32,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,374.298462599982,k,k,1,1.13299189996906,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,12,12,39,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,376.430886899936,None,None,1,1.5142151999753,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,13,13,58,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,378.947216599947,None,None,1,1.53276660002302,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,14,14,12,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,381.479993999936,None,None,1,1.53177370002959,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,15,15,41,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,384.013854700024,k,k,1,1.21850199997425,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,16,16,46,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,386.231744199991,None,None,1,1.52894220000599,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,17,17,24,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,388.764069600031,k,k,1,1.23429149994627,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,18,18,31,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,390.997889899998,None,None,1,1.53132090007421,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,19,19,5,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,393.531959799933,None,None,1,1.53144400008023,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,20,20,8,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,396.064155400032,k,k,1,1.16823290009052,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,21,21,10,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,398.231921599945,k,k,1,1.36332329991274,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,22,22,59,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,400.599612199934,k,k,1,1.39703029999509,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,23,23,9,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,402.99803519994,k,k,1,1.26586030004546,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,24,24,22,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,405.264550299966,None,None,1,1.53197430004366,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,25,25,37,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,407.797725499957,None,None,1,1.53187830001116,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,26,26,52,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,410.331708899932,None,None,1,1.53303729998879,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,27,27,49,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,412.865572699928,None,None,1,1.53276570001617,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,403,2023-08-15_14h41.45.680,Main,2023.1.2,30.1351955292461
