rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,image_8_started,image_8_stopped,start_wait_started,start_wait_stopped,key_resp_9_keys,key_resp_9_rt,key_resp_9_started,key_resp_9_stopped,fl_inst_resp_keys,fl_inst_resp_rt,id_,date,expName,psychopyVersion,frameRate
NaN,NaN,NaN,NaN,29.0209863999917,None,29.0209863999917,None,space,23.2065239999793,29.0209863999917,None,,NaN,501,2023-08-15_15h40.38.186,Main,2022.1.1,None
NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,space,13.3451311000099,NaN,,,,
