distractor,target,set,ans1,ans2,rep_loop4_thisRepN,rep_loop4_thisTrialN,rep_loop4_thisN,rep_loop4_thisIndex,st2_prac_loop_thisRepN,st2_prac_loop_thisTrialN,st2_prac_loop_thisN,st2_prac_loop_thisIndex,block_thisRepN,block_thisTrialN,block_thisN,block_thisIndex,st2_main_loop_thisRepN,st2_main_loop_thisTrialN,st2_main_loop_thisN,st2_main_loop_thisIndex,image_4_started,wait_img_started,key_resp_3_keys,key_resp_3_rt,image_5_started,ins_rep_img_started,st_prac_back_started,prac_img_started,st_fix_back_started,st_fix_2_started,main_prac,st_back_started,st_ans,st_res,st_corr,st_rt,st2_resp_keys,st2_resp_corr,st_main_back_started,mouse_4_started,main_key_started,main_img_started,mouse_4_x,mouse_4_y,mouse_4_leftButton,mouse_4_midButton,mouse_4_rightButton,main_key_keys,main_key_rt,st_fix_back_stopped,st_fix_2_stopped,contineu_img_started,key_resp_9_started,key_resp_9_keys,key_resp_9_rt,text_2_started,text_2_stopped,id_,date,expName,psychopyVersion,frameRate
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,28,28,34,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,339.835241899942,k,k,1,1.08325219992548,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,29,29,3,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,341.918384399964,None,None,1,1.5167132000206,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,30,30,52,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,344.450604699901,None,None,1,1.51529180002399,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,31,31,45,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,346.952132100007,k,k,1,1.05014319997281,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,32,32,28,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,349.016966699972,None,k,0,1.33091659995262,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,33,33,8,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,352.335522399982,k,k,1,1.2515485000331,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,34,34,4,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,354.600967000006,k,k,1,1.18213000008836,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,35,35,54,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,356.769115099916,None,None,1,1.51492869993672,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,36,36,0,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,359.285661199945,None,None,1,1.51547409989871,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,37,37,57,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,361.802348600002,None,None,1,1.51612469996326,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,38,38,55,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,364.319333699998,k,k,1,1.16587270004675,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,39,39,46,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,366.502315099933,None,None,1,1.51474260003306,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,40,40,2,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,369.002472899971,k,k,1,1.46526810002979,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,41,41,31,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,371.469701499911,None,None,1,1.51615359995048,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,42,42,1,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,373.986463299952,None,None,1,1.5156633000588,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,43,43,40,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,376.50337349996,None,None,1,1.5154950999422,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,44,44,48,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,379.020023999969,None,None,1,1.51542569999583,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,45,45,33,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,381.53672199999,None,None,1,1.51623170007952,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,46,46,49,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,384.068844299996,None,None,1,1.51500400004443,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,47,47,13,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,386.570574699901,None,None,1,1.51616949995514,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,48,48,50,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,389.087341299979,None,None,1,1.51516089995857,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,49,49,24,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,391.604227899923,k,k,1,1.41527840006165,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,50,50,9,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,394.02164219995,k,k,1,1.04909250000492,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,51,51,30,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,396.07139279996,None,None,1,1.51471669995226,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,52,52,59,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,398.587865100009,k,k,1,1.71524789999239,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,53,53,32,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,401.30499189999,k,k,1,1.03484009997919,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,54,54,7,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,403.353557199938,None,None,1,1.51521109999157,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,55,55,20,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,405.869900499936,None,None,1,1.51419100002386,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,56,56,17,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,408.371672799927,None,None,1,1.51516720000654,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,57,57,5,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,410.888450499973,None,None,1,1.51610200002324,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,58,58,22,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,413.405085699982,None,None,1,1.51587999996264,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,59,59,42,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,415.921834599925,None,None,1,1.51561899995431,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,418.448937600013,418.448937600013,space,4.26285659999121,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,0,0,57,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,422.754015099956,None,None,1,1.50699950009584,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,1,1,10,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,425.27107519994,k,k,1,1.38082179997582,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,2,2,24,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,427.639783599996,k,k,1,1.21666669996921,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,3,3,33,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,429.872191299917,None,None,1,1.5152496000519,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,4,4,50,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,432.372744199936,None,None,1,1.51575959997717,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,5,5,25,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,434.889531099936,k,k,1,1.34893660002854,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,6,6,5,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,437.239672599942,None,None,1,1.51547920005396,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,7,7,56,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,439.756591399899,k,k,1,0.865775699960068,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,8,8,8,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,441.640279299929,k,k,1,1.9481356999604,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,9,9,52,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,444.572799699963,None,k,0,1.48070700000972,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,10,10,37,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,448.073190699914,None,None,1,1.51927130005788,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,11,11,15,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,450.59048829996,k,k,1,1.13212409999687,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,12,12,47,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,452.724267999991,k,k,1,1.21370439999737,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,13,13,19,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,454.940457199933,k,k,1,1.0664707000833,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,14,14,36,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,457.008246799931,k,k,1,1.30054990004282,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,15,15,12,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,459.323112799902,None,None,1,1.51382550003473,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,16,16,0,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,461.824422599981,None,None,1,1.51631069998257,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,17,17,4,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,464.341355399927,k,k,1,1.54961069999263,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,18,18,31,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,466.907724599936,None,None,1,1.51508489996195,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,19,19,35,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,469.408162900014,k,k,1,1.18116859998554,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,20,20,45,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,471.591314599966,k,k,1,0.833482299931347,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,21,21,44,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,473.424903000006,k,k,1,0.883166000014171,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,22,22,46,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,475.32464659994,None,None,1,1.51422669994645,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,23,23,16,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,477.824985899962,k,k,1,1.13202290004119,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,24,24,51,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,479.958737800014,None,k,0,1.29832510009874,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
