target,distractor,set,ans1,ans2,weather_thisRepN,weather_thisTrialN,weather_thisN,weather_thisIndex,total_experiment_thisRepN,total_experiment_thisTrialN,total_experiment_thisN,total_experiment_thisIndex,boat_thisRepN,boat_thisTrialN,boat_thisN,boat_thisIndex,para_thisRepN,para_thisTrialN,para_thisN,para_thisIndex,fish_thisRepN,fish_thisTrialN,fish_thisN,fish_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,targ_started,fl_ans,fl_res,fl_corr,fl_rt,fl_rt_2,fl_key_resp_keys,id_,x___,x__,weather,boat,parachute,fish,test_mode,date,expName,psychopyVersion,frameRate
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,4,58,3,main,1,1,1,neutral,negative,322.153744600015,l,l,1,0.878509299946018,0.878044900018722,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
positive,positive,1,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,5,59,2,main,1,1,1,positive,positive,324.037080400041,j,j,1,0.73684900009539,0.73632110003382,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,6,60,17,main,1,1,2,neutral,positive,325.769858400105,j,j,1,0.597776400041766,0.597347900038585,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,7,61,12,main,2,2,2,neutral,negative,327.37040340004,l,l,1,0.779521299991757,0.779033800004981,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,8,62,1,main,2,2,1,neutral,neutral,329.153268100112,k,k,1,1.20324339997023,1.20272029994521,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
positive,negative,2,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,9,63,14,main,2,2,2,negative,positive,331.353371200035,j,j,1,0.765707300044596,0.765165699995123,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,10,64,16,main,2,2,2,negative,neutral,333.120020700037,k,k,1,0.710697199916467,0.710282899904996,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,11,65,4,main,2,2,1,positive,neutral,334.837238800013,k,k,1,0.872034800006077,0.871428200043738,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
negative,positive,2,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,12,66,15,main,2,2,2,positive,negative,336.703407700057,l,k,0,0.77640039997641,0.77594780002255,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,13,67,8,main,2,2,1,neutral,positive,339.486939700088,j,j,1,1.88842810003553,1.88797590008471,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,14,68,13,main,2,2,2,positive,neutral,343.35341500002,k,k,1,0.954445400042459,0.954002099926583,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,15,69,7,main,2,2,1,negative,neutral,345.32007180003,k,k,1,0.750646699918434,0.750196799985133,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,16,70,10,main,1,1,2,neutral,neutral,347.069948000018,k,k,1,0.702171000069939,0.701666600070894,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
negative,positive,1,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,17,71,6,main,2,2,1,positive,negative,348.769935100107,l,l,1,0.761443300056271,0.760991999995895,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,0,72,10,main,2,2,2,neutral,neutral,350.536791600054,k,k,1,0.92216830002144,0.921609900076874,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,1,73,4,main,1,1,1,positive,neutral,352.454484700109,k,k,1,0.643528299988247,0.642973100068048,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
positive,positive,1,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,2,74,2,main,2,2,1,positive,positive,354.103417500039,j,j,1,2.06925579998642,2.06873369996902,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,3,75,8,main,2,2,1,neutral,positive,358.187862400082,j,j,1,0.771103900042363,0.770654299994931,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,4,76,3,main,2,2,1,neutral,negative,359.953264800017,l,l,1,1.75072229991201,1.75028399995063,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,5,77,7,main,1,1,1,negative,neutral,363.703355200007,k,k,1,0.859460200066678,0.85893520002719,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
negative,positive,1,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,6,78,6,main,1,1,1,positive,negative,365.553868100047,l,l,1,0.893778300029226,0.893311800085939,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
negative,negative,2,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,7,79,9,main,1,1,2,negative,negative,367.45340680005,l,l,1,0.850022400030866,0.849564200034365,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
positive,positive,2,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,8,80,11,main,2,2,2,positive,positive,369.303328500013,j,j,1,1.46495139994659,1.46450839994941,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,9,81,12,main,1,1,2,neutral,negative,371.770015700022,l,l,1,0.83735050004907,0.836698900093324,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
negative,negative,1,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,10,82,0,main,2,2,1,negative,negative,373.603543100064,l,l,1,0.808890500105917,0.808422400034033,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,11,83,17,main,2,2,2,neutral,positive,375.419899200089,j,k,0,1.30394309991971,1.30348939995747,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
positive,negative,1,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,12,84,5,main,1,1,1,negative,positive,378.736746700015,j,k,0,0.822256400017068,0.821782000013627,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,13,85,13,main,2,2,2,positive,neutral,381.536995300092,k,k,1,0.89364319993183,0.893197399913333,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,14,86,1,main,2,2,1,neutral,neutral,383.436718400102,k,k,1,0.768212400027551,0.76767650002148,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
positive,negative,2,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,15,87,14,main,2,2,2,negative,positive,385.203250300023,j,j,1,0.791544600040652,0.791104500065558,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,16,88,16,main,1,1,2,negative,neutral,387.003149300115,k,k,1,0.766376800020225,0.765922100050375,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
negative,positive,2,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,17,89,15,main,1,1,2,positive,negative,388.769935200107,l,l,1,0.85375050001312,0.853317299974151,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,0,90,1,main,1,1,1,neutral,neutral,390.620286200079,k,k,1,0.794203600031324,0.793787600006908,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,1,91,3,main,2,2,1,neutral,negative,392.420108700055,l,l,1,0.931803299929015,0.931361699942499,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,2,92,16,main,2,2,2,negative,neutral,394.353441300103,k,k,1,2.95444890006911,2.95393000007607,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
negative,positive,1,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,3,93,6,main,2,2,1,positive,negative,399.320206500008,l,l,1,0.826352500007488,0.825825700070709,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
positive,positive,2,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,4,94,11,main,1,1,2,positive,positive,401.136889000074,j,j,1,1.06155530002434,1.06109899992589,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,5,95,4,main,2,2,1,positive,neutral,403.203159400029,k,k,1,0.748594600008801,0.748075900017284,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,6,96,13,main,2,2,2,positive,neutral,404.953359000036,k,k,1,0.81728189997375,0.816814300022088,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
positive,negative,1,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,7,97,5,main,1,1,1,negative,positive,406.769941800041,j,j,1,0.966833899961784,0.966363199986517,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,8,98,7,main,2,2,1,negative,neutral,408.736868200009,k,l,0,0.812253799987957,0.811780799995176,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
positive,negative,2,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,9,99,14,main,2,2,2,negative,positive,411.554068300058,j,j,1,0.859839500044473,0.859314800007269,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
negative,positive,2,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,100,15,main,2,2,2,positive,negative,413.404118200066,l,l,1,0.800041900016367,0.79952040000353,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,11,101,12,main,2,2,2,neutral,negative,415.203126400011,l,l,1,0.698341600014828,0.697787999990396,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,12,102,17,main,1,1,2,neutral,positive,416.903141000075,j,j,1,1.5763522000052,1.57591879996471,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
negative,negative,2,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,13,103,9,main,1,1,2,negative,negative,420.486698500114,l,l,1,0.8773931999458,0.876846199971624,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
positive,positive,1,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,14,104,2,main,1,1,1,positive,positive,422.353179500089,j,j,1,0.798952799988911,0.798413300071843,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,15,105,10,main,1,1,2,neutral,neutral,424.1532207001,k,k,1,0.860102299950086,0.859365799929947,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,16,106,8,main,2,2,1,neutral,positive,426.020174600068,j,j,1,0.731574600096792,0.731132200104184,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
negative,negative,1,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,17,107,0,main,2,2,1,negative,negative,427.754306000075,l,l,1,0.917808300000615,0.917338200029917,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
negative,positive,1,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,0,108,6,main,1,1,1,positive,negative,429.669936100021,l,l,1,1.01458000007551,1.01410640007816,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
positive,negative,1,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,1,109,5,main,2,2,1,negative,positive,431.686892800033,j,j,1,0.931193300057203,0.930721400072798,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,2,110,7,main,1,1,1,negative,neutral,433.620223000064,k,k,1,0.788844299968332,0.788326299982145,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
positive,negative,2,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,3,111,14,main,1,1,2,negative,positive,435.403152900049,j,j,1,0.830057000042871,0.829611500026658,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,4,112,1,main,2,2,1,neutral,neutral,437.236563300015,k,k,1,0.734478099970147,0.733914399985224,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,5,113,10,main,2,2,2,neutral,neutral,438.969589800108,k,k,1,0.711719200015068,0.71119559998624,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,6,114,17,main,1,1,2,neutral,positive,440.686804700061,j,j,1,0.868084699963219,0.867567399982363,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,7,115,4,main,2,2,1,positive,neutral,442.554411900113,k,k,1,0.74484429997392,0.744344700011425,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,8,116,3,main,1,1,1,neutral,negative,444.303299400024,l,l,1,0.854336600052193,0.853814300033264,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
negative,negative,2,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,9,117,9,main,1,1,2,negative,negative,446.153052400099,l,l,1,0.709063899936154,0.708617300027981,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,10,118,8,main,1,1,1,neutral,positive,447.869738800102,j,j,1,0.764388400013559,0.763957199989818,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
positive,positive,2,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,11,119,11,main,1,1,2,positive,positive,449.637170600006,j,j,1,0.832742300000973,0.832282199990004,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,12,120,16,main,2,2,2,negative,neutral,451.46985000011,k,k,1,0.700920199975371,0.700421600020491,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
positive,positive,1,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,13,121,2,main,2,2,1,positive,positive,453.17022910004,j,j,1,0.78136300004553,0.780871900031343,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,14,122,12,main,2,2,2,neutral,negative,454.954140000045,l,l,1,0.830666200025007,0.830222600023262,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,15,123,13,main,2,2,2,positive,neutral,456.786963800085,k,k,1,1.50159980007447,1.5010700999992,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
negative,negative,1,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,16,124,0,main,1,1,1,negative,negative,460.30309010006,l,l,1,0.876582700060681,0.876041400013492,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
negative,positive,2,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,17,125,15,main,1,1,2,positive,negative,462.169718000107,l,l,1,0.760382499895059,0.75996039994061,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
negative,negative,1,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,0,126,0,main,2,2,1,negative,negative,463.937021900085,l,l,1,0.683087600045837,0.682643000036478,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
