target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,block_thisRepN,block_thisTrialN,block_thisN,block_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,image_8_started,image_8_stopped,start_wait_started,start_wait_stopped,key_resp_9_keys,key_resp_9_rt,key_resp_9_started,key_resp_9_stopped,fl_inst_resp_keys,fl_inst_resp_rt,image_4_started,image_4_stopped,image_5_started,image_5_stopped,image_6_started,image_6_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,key_resp_rt,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,image_7_started,image_7_stopped,contineu_img_started,contineu_img_stopped,key_resp_8_keys,key_resp_8_rt,key_resp_8_started,key_resp_8_stopped,text_2_started,text_2_stopped,id_,date,expName,psychopyVersion,frameRate
positive,positive,2,l,j,NaN,NaN,NaN,NaN,0,9,9,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,prac,2,2,2,positive,positive,j,j,1,1.28237929998431,180.540083900007,181.5580242,181.524030200002,None,180.540083900007,None,180.540083900007,None,180.540083900007,None,182.762333166673,None,182.762333166673,None,182.762333166673,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
negative,negative,1,j,l,NaN,NaN,NaN,NaN,0,10,10,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,prac,2,2,1,negative,negative,l,l,1,1.41152369999327,182.811397100013,183.873693000001,183.839854799997,None,182.811397100013,None,182.811397100013,None,182.811397100013,None,185.179465466678,None,185.179465466678,None,185.179465466678,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,11,11,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,prac,2,2,2,negative,neutral,k,k,1,1.04273479999392,185.242570800008,186.292459100019,186.193820100016,None,185.242570800008,None,185.242570800008,None,185.242570800008,None,187.223054066683,None,187.223054066683,None,187.223054066683,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,0,12,12,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,prac,2,2,2,neutral,neutral,k,k,1,1.10574400000041,187.277827400016,188.308538100013,188.271259300003,None,187.277827400016,None,187.277827400016,None,187.277827400016,None,189.34145403334,None,189.34145403334,None,189.34145403334,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
positive,negative,1,l,j,NaN,NaN,NaN,NaN,0,13,13,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,prac,1,1,1,negative,positive,j,j,1,1.14427409999189,189.376574299997,190.405435000022,190.372317000001,None,189.376574299997,None,189.376574299997,None,189.376574299997,None,191.475545966681,None,191.475545966681,None,191.475545966681,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,0,14,14,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,prac,2,2,1,neutral,neutral,k,k,1,1.30021079999278,191.523808500002,192.572675100004,192.541269900015,None,191.523808500002,None,191.523808500002,None,191.523808500002,None,193.795669133346,None,193.795669133346,None,193.795669133346,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,0,15,15,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,prac,1,1,2,neutral,negative,l,l,1,1.14488669999992,193.84357170001,194.892044100008,194.821985800023,None,193.84357170001,None,193.84357170001,None,193.84357170001,None,195.927629666669,None,195.927629666669,None,195.927629666669,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,0,16,16,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,prac,1,1,1,neutral,negative,l,l,1,0.871858700003941,195.99222710001,197.021110200003,196.989972200012,None,195.99222710001,None,195.99222710001,None,195.99222710001,None,197.805814566677,None,197.805814566677,None,197.805814566677,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,0,17,17,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,prac,1,1,1,neutral,positive,j,j,1,1.2483307000075,197.841842199996,198.889490700007,198.8388538,None,197.841842199996,None,197.841842199996,None,197.841842199996,None,200.056374866665,None,200.056374866665,None,200.056374866665,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,200.094880999997,None,space,43.8592471000156,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,0.59814817,-0.40185186,0,0,0,0.00410886664758436,None,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,15,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,224.009258700011,None,main,2,2,2,positive,negative,l,l,1,1.27809440001147,226.073293499998,227.12768200002,227.074548600009,None,226.073293499998,None,226.073293499998,None,226.073293499998,None,228.305350466664,None,228.305350466664,None,228.305350466664,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,200.094880999997,None,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,1,1,10,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,neutral,neutral,k,k,1,1.043004200008,228.356848099997,229.424521900015,229.364644400019,None,228.356848099997,None,228.356848099997,None,228.356848099997,None,230.359774633348,None,230.359774633348,None,230.359774633348,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,2,2,12,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,negative,l,l,1,1.16042960001505,230.393814600015,231.439773300022,231.40478490002,None,230.393814600015,None,230.393814600015,None,230.393814600015,None,232.524860733342,None,232.524860733342,None,232.524860733342,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,3,3,2,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,positive,positive,j,j,1,1.01352249999763,232.558699200017,233.625162400014,233.577531100018,None,232.558699200017,None,232.558699200017,None,232.558699200017,None,234.528287966681,None,234.528287966681,None,234.528287966681,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,4,4,8,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,positive,j,j,1,1.24245610000798,234.592634600005,235.677605000004,235.624190400005,None,234.592634600005,None,234.592634600005,None,234.592634600005,None,236.773950066683,None,236.773950066683,None,236.773950066683,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,5,5,11,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,positive,j,j,1,1.03196140000364,236.826311500015,237.872357200016,237.841043699998,None,236.826311500015,None,236.826311500015,None,236.826311500015,None,238.811119966678,None,238.811119966678,None,238.811119966678,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,6,6,14,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,negative,positive,j,j,1,0.870712900010403,238.844941999996,239.872154000012,239.839088600012,None,238.844941999996,None,238.844941999996,None,238.844941999996,None,240.689797433334,None,240.689797433334,None,240.689797433334,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,7,7,17,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,positive,j,j,1,0.869849200011231,240.743469500012,241.828437899996,241.777772900008,None,240.743469500012,None,240.743469500012,None,240.743469500012,None,242.573591033354,None,242.573591033354,None,242.573591033354,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,8,8,3,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,negative,l,l,1,1.09430460000294,242.622821199999,243.727843300003,243.654639300017,None,242.622821199999,None,242.622821199999,None,242.622821199999,None,244.658000366679,None,244.658000366679,None,244.658000366679,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,9,9,13,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,neutral,k,k,1,0.872777800017502,244.707976900012,245.744683099998,245.744683099998,None,244.707976900012,None,244.707976900012,None,244.707976900012,None,246.544365833347,None,246.544365833347,None,246.544365833347,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,10,10,9,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,negative,negative,l,l,1,1.62581379999756,246.592044699995,247.659921400016,247.6092106,None,246.592044699995,None,246.592044699995,None,246.592044699995,None,249.176762333351,None,249.176762333351,None,249.176762333351,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,11,11,4,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,positive,neutral,k,k,1,1.17069479997735,249.214160200005,250.322047499998,250.257068300009,None,249.214160200005,None,249.214160200005,None,249.214160200005,None,251.339467166665,None,251.339467166665,None,251.339467166665,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,12,12,16,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,negative,neutral,k,k,1,0.956852000002982,251.392986999999,252.476065199997,252.410228599998,None,251.392986999999,None,251.392986999999,None,251.392986999999,None,253.311671333337,None,253.311671333337,None,253.311671333337,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,13,13,5,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,negative,positive,j,j,1,1.21863499999745,253.349648300005,254.472857500019,254.405431899999,None,253.349648300005,None,253.349648300005,None,253.349648300005,None,255.531590933337,None,255.531590933337,None,255.531590933337,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,14,14,0,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,negative,negative,l,l,1,1.26186219998635,255.579155900021,256.642718000017,256.592774899997,None,255.579155900021,None,255.579155900021,None,255.579155900021,None,257.788477466678,None,257.788477466678,None,257.788477466678,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,15,15,7,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,negative,neutral,k,k,1,1.1663675000018,257.820883500011,258.873102100013,258.829326600011,None,257.820883500011,None,257.820883500011,None,257.820883500011,None,259.956545966681,None,259.956545966681,None,259.956545966681,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,16,16,1,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,neutral,neutral,k,k,1,0.970070200011833,260.0101593,261.075035600021,261.024919100018,None,260.0101593,None,260.0101593,None,260.0101593,None,261.939489733348,None,261.939489733348,None,261.939489733348,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,17,17,6,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,positive,negative,l,l,1,1.17780030000722,261.980529299995,263.074172499997,262.962129599997,None,261.980529299995,None,261.980529299995,None,261.980529299995,None,264.108695766689,None,264.108695766689,None,264.108695766689,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,999,2023-08-15_15h41.18.052,Main,2022.1.1,None
