distractor,target,set,ans1,ans2,rep_loop4_thisRepN,rep_loop4_thisTrialN,rep_loop4_thisN,rep_loop4_thisIndex,st2_prac_loop_thisRepN,st2_prac_loop_thisTrialN,st2_prac_loop_thisN,st2_prac_loop_thisIndex,block_thisRepN,block_thisTrialN,block_thisN,block_thisIndex,st2_main_loop_thisRepN,st2_main_loop_thisTrialN,st2_main_loop_thisN,st2_main_loop_thisIndex,image_4_started,wait_img_started,key_resp_3_keys,key_resp_3_rt,image_5_started,ins_rep_img_started,st_prac_back_started,prac_img_started,st_fix_back_started,st_fix_2_started,main_prac,st_back_started,st_ans,st_res,st_corr,st_rt,st2_resp_keys,st2_resp_corr,st_main_back_started,mouse_4_started,main_key_started,main_img_started,mouse_4_x,mouse_4_y,mouse_4_leftButton,mouse_4_midButton,mouse_4_rightButton,main_key_keys,main_key_rt,contineu_img_started,key_resp_9_started,key_resp_9_keys,key_resp_9_rt,text_2_started,id_,date,expName,psychopyVersion,frameRate
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,36,36,11,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,327.166572300019,None,None,1,1.5172709999606,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,37,37,18,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,329.679265800049,None,None,1,1.53096709994134,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,38,38,30,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,332.21427960007,None,None,1,1.53297619998921,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,39,39,45,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,334.748549300013,k,k,1,1.36576920002699,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,40,40,23,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,337.116237099981,None,None,1,1.53182349994313,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,41,41,31,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,339.648215600057,None,None,1,1.53298199991696,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,42,42,19,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,342.181550999987,k,k,1,1.19903949997388,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,43,43,21,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,344.38265090005,None,None,1,1.53280200005975,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,44,44,1,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,346.915713599999,None,k,0,0.965160099905916,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,45,45,13,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,349.91571890004,None,None,1,1.5347647999879,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,46,46,39,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,352.448381799972,None,None,1,1.53208739997353,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,47,47,36,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,354.982145700022,k,k,1,1.03335200005677,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,48,48,38,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,357.016627600067,None,None,1,1.53127149993088,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,49,49,26,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,359.549734900007,k,k,1,1.3322147000581,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,50,50,52,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,361.882127500023,None,None,1,1.53268639999442,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,51,51,42,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,364.416425900068,None,None,1,1.53234790009446,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,52,52,4,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,366.95000000007,k,k,1,1.43121750000864,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,53,53,9,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,369.382561500068,k,k,1,1.56775229994673,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,54,54,47,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,371.949700099998,k,k,1,1.36395700008143,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,55,55,59,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,374.315479199984,k,k,1,1.33340819994919,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,56,56,29,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,376.651399699971,None,None,1,1.53282510000281,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,57,57,54,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,379.183493499993,None,None,1,1.53343329997733,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,58,58,43,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,381.716230600025,None,None,1,1.53100189997349,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,59,59,20,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,384.249838300049,None,None,1,1.53033990005497,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,386.781581399962,386.781581399962,space,117.404222500045,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,0,0,57,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,504.222755299998,None,None,1,1.52512030000798,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,1,1,43,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,506.756258600042,None,None,1,1.53203529992606,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,2,2,29,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,509.289977599983,None,None,1,1.53270239999983,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,3,3,13,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,511.823286600062,None,None,1,1.53163880005013,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,4,4,56,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,514.356812100043,k,k,1,1.40149049996398,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,5,5,31,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,516.75742030004,None,None,1,1.52900079998653,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,6,6,26,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,519.290548800025,k,k,1,1.16423490003217,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,7,7,3,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,521.455259000068,None,None,1,1.53353579994291,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,8,8,24,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,523.991010099999,k,k,1,0.999550000065938,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,9,9,18,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,525.991297099972,None,None,1,1.53036209999118,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,10,10,22,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,528.523640300031,None,None,1,1.53164370008744,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,11,11,36,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,531.056255100062,k,k,1,5.55011029995512,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,12,12,23,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,538.640464000055,None,None,1,1.51895759999752,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,13,13,16,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,541.156853000051,k,k,1,1.49829510005657,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,14,14,17,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,543.659830800025,None,None,1,1.53575599996839,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,15,15,52,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,546.193421700038,None,None,1,1.52950140007306,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,16,16,37,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,548.72711550002,None,None,1,1.53025289997458,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,17,17,25,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,551.258135700016,k,k,1,1.19948909990489,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,18,18,27,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,553.458984000026,k,k,1,2.33937780000269,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,19,19,10,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,557.827130999998,k,k,1,1.33532059995923,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,20,20,50,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,560.16100870003,None,None,1,1.53067560005002,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,21,21,14,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,562.692701500026,None,None,1,1.53238640003838,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,22,22,11,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,565.227113200002,None,None,1,1.53367520007305,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,23,23,12,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,567.760528000072,None,None,1,1.53089609998278,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,24,24,47,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,570.294119399972,k,k,1,1.10409479995724,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,25,25,39,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,572.393708899966,None,None,1,1.5258090000134,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,26,26,58,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,574.927665999974,None,None,1,1.53211979998741,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,27,27,6,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,577.460407900042,None,None,1,1.53052459994797,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,28,28,8,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,579.992215999984,k,k,1,2.0675660999259,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,29,29,35,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,584.094529499998,k,k,1,1.168930200045,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,30,30,44,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,586.262693700031,k,k,1,1.06715330004226,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,31,31,33,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,588.329774199985,None,None,1,1.53012869996019,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,32,32,20,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,590.861343099969,None,None,1,1.53127399994992,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,33,33,45,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,593.394105999963,k,k,1,1.26567570003681,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,34,34,19,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,595.659362500068,k,k,1,1.15082120010629,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,35,35,38,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,597.81133409997,None,None,1,1.51502719998825,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,36,36,1,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,600.327718600049,None,None,1,1.53125709993765,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
