target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,block_thisRepN,block_thisTrialN,block_thisN,block_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,image_8_started,image_8_stopped,start_wait_started,start_wait_stopped,key_resp_9_keys,key_resp_9_rt,key_resp_9_started,key_resp_9_stopped,fl_inst_resp_keys,fl_inst_resp_rt,image_4_started,image_4_stopped,image_5_started,image_5_stopped,image_6_started,image_6_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,key_resp_rt,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,image_7_started,image_7_stopped,id_,date,expName,psychopyVersion,frameRate
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,8,8,13,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,neutral,k,k,1,6.89842159999898,235.303594099998,236.3401978,236.303750399999,None,235.303594099998,None,235.303594099998,None,235.303594099998,None,243.185173899998,None,243.185173899998,None,243.185173899998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,9,9,0,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,negative,negative,j,j,1,10.6339039000013,244.219505499997,245.252885599999,245.218001199999,None,244.219505499997,None,244.219505499997,None,244.219505499997,None,255.834012399999,None,255.834012399999,None,255.834012399999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,10,10,7,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,negative,neutral,k,k,1,4.93434060000072,256.866476399999,257.915059999999,257.8652425,None,256.866476399999,None,256.866476399999,None,256.866476399999,None,262.780879899998,None,262.780879899998,None,262.780879899998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,11,11,4,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,positive,neutral,k,k,1,13.5862916999977,263.829772899997,264.8631026,264.8132195,None,263.829772899997,None,263.829772899997,None,263.829772899997,None,278.412707199997,None,278.412707199997,None,278.412707199997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,12,12,14,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,negative,positive,l,l,1,3.22091849999924,279.442522099998,280.475758299999,280.442571799998,None,279.442522099998,None,279.442522099998,None,279.442522099998,None,283.660559599997,None,283.660559599997,None,283.660559599997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,13,13,12,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,negative,j,j,1,4.52569810000205,284.691597899997,285.741487499999,285.707948899999,None,284.691597899997,None,284.691597899997,None,284.691597899997,None,290.1899557,None,290.1899557,None,290.1899557,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,14,14,5,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,negative,positive,l,l,1,2.66796310000063,291.240642799999,292.272991599999,292.240549299997,None,291.240642799999,None,291.240642799999,None,291.240642799999,None,294.891595399997,None,294.891595399997,None,294.891595399997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,15,15,17,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,neutral,positive,l,l,1,4.02867329999935,295.9608931,297.0220056,296.972115999997,None,295.9608931,None,295.9608931,None,295.9608931,None,300.973019699999,None,300.973019699999,None,300.973019699999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,16,16,6,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,positive,negative,j,l,0,3.1882523000022,302.0038307,303.020507999998,302.987318599997,None,302.0038307,None,302.0038307,None,302.0038307,None,306.1880322,None,306.1880322,None,306.1880322,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,17,17,9,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,negative,negative,j,j,1,10.3979412000008,307.235937199999,308.269105899999,308.235668699999,None,307.235937199999,None,307.235937199999,None,307.235937199999,None,318.619199799999,None,318.619199799999,None,318.619199799999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,0,18,10,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,neutral,k,k,1,3.23917129999973,319.633553599997,320.6825833,320.649331099998,None,319.633553599997,None,319.633553599997,None,319.633553599997,None,323.867233599998,None,323.867233599998,None,323.867233599998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,1,19,13,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,neutral,k,k,1,3.70795550000184,324.914903699999,325.951643199998,325.916881599998,None,324.914903699999,None,324.914903699999,None,324.914903699999,None,329.615767299998,None,329.615767299998,None,329.615767299998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,2,20,2,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,positive,positive,l,l,1,2.94058310000037,330.6465771,331.696580299998,331.66419,None,330.6465771,None,330.6465771,None,330.6465771,None,334.564292299998,None,334.564292299998,None,334.564292299998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,3,21,11,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,positive,positive,l,l,1,5.61062709999896,335.597383999997,336.6627797,336.578762999998,None,335.597383999997,None,335.597383999997,None,335.597383999997,None,342.1961901,None,342.1961901,None,342.1961901,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,4,22,8,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,neutral,positive,l,l,1,2.78527229999963,343.244879999998,344.281175,344.243532999997,None,343.244879999998,None,343.244879999998,None,343.244879999998,None,347.028000599999,None,347.028000599999,None,347.028000599999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,5,23,0,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,negative,negative,j,j,1,3.26985570000033,348.0755355,349.110048899998,349.0449185,None,348.0755355,None,348.0755355,None,348.0755355,None,352.329791999997,None,352.329791999997,None,352.329791999997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,6,24,1,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,neutral,k,k,1,1.6443963999991,353.391218999997,354.441384799997,354.359251799997,None,353.391218999997,None,353.391218999997,None,353.391218999997,None,355.976797633332,None,355.976797633332,None,355.976797633332,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,7,25,17,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,positive,l,l,1,2.63856970000052,356.025343099998,357.073538099998,356.990403099997,None,356.025343099998,None,356.025343099998,None,356.025343099998,None,359.641181299998,None,359.641181299998,None,359.641181299998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,8,26,7,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,negative,neutral,k,j,0,2.0576316000006,360.672697899998,361.705656999999,361.656437399997,None,360.672697899998,None,360.672697899998,None,360.672697899998,None,363.743317999997,None,363.743317999997,None,363.743317999997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,9,27,15,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,positive,negative,j,j,1,2.51668060000156,364.776978299997,365.821624999997,365.771858199998,None,364.776978299997,None,364.776978299997,None,364.776978299997,None,368.273185499998,None,368.273185499998,None,368.273185499998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,10,28,9,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,negative,negative,j,j,1,3.83811580000111,369.3205461,370.3705257,370.336996899998,None,369.3205461,None,369.3205461,None,369.3205461,None,374.1552882,None,374.1552882,None,374.1552882,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,11,29,5,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,negative,positive,l,l,1,3.10470150000037,375.203321699999,376.2374064,376.185842699997,None,375.203321699999,None,375.203321699999,None,375.203321699999,None,379.3034481,None,379.3034481,None,379.3034481,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,12,30,16,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,negative,neutral,k,k,1,3.23976490000132,380.3511239,381.401440999998,381.350975499998,None,380.3511239,None,380.3511239,None,380.3511239,None,384.552571,None,384.552571,None,384.552571,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,13,31,4,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,positive,neutral,k,k,1,2.88745199999903,385.583086999999,386.602986599999,386.602986599999,None,385.583086999999,None,385.583086999999,None,385.583086999999,None,389.4655308,None,389.4655308,None,389.4655308,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,14,32,6,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,positive,negative,j,,0,8.18240739999965,390.499633899999,391.531760099999,391.498577899998,None,390.499633899999,None,390.499633899999,None,390.499633899999,None,399.663695499999,None,399.663695499999,None,399.663695499999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,15,33,3,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,neutral,negative,j,k,0,4.10251989999961,400.696167999999,401.7155313,401.679462599997,None,400.696167999999,None,400.696167999999,None,400.696167999999,None,405.7806724,None,405.7806724,None,405.7806724,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,16,34,14,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,negative,positive,l,l,1,2.14524919999894,406.8112544,407.8302363,407.8302363,None,406.8112544,None,406.8112544,None,406.8112544,None,409.945616899997,None,409.945616899997,None,409.945616899997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,17,35,12,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,neutral,negative,j,j,1,13.3189234999991,410.993346699997,412.043748699998,411.961587499998,None,410.993346699997,None,410.993346699997,None,410.993346699997,None,425.273496799997,None,425.273496799997,None,425.273496799997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,0,36,10,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,neutral,k,k,1,10.0860514999986,426.322964699997,427.356227499997,427.327179199998,None,426.322964699997,None,426.322964699997,None,426.322964699997,None,437.387142399999,None,437.387142399999,None,437.387142399999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,1,37,4,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,positive,neutral,k,k,1,5.39614849999998,438.436719399997,439.470147699998,439.420348,None,438.436719399997,None,438.436719399997,None,438.436719399997,None,444.819955899999,None,444.819955899999,None,444.819955899999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,2,38,9,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,negative,negative,j,j,1,2.81047150000086,445.868356499999,446.901545199999,446.868328799999,None,445.868356499999,None,445.868356499999,None,445.868356499999,None,449.669625799997,None,449.669625799997,None,449.669625799997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,3,39,14,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,negative,positive,l,l,1,2.61067349999939,450.705672799999,451.767039599999,451.683816799999,None,450.705672799999,None,450.705672799999,None,450.705672799999,None,454.316188999997,None,454.316188999997,None,454.316188999997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,4,40,8,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,positive,l,l,1,2.52089749999868,455.349078499999,456.399695699998,456.365890999998,None,455.349078499999,None,455.349078499999,None,455.349078499999,None,458.865080799998,None,458.865080799998,None,458.865080799998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,5,41,5,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,negative,positive,l,l,1,3.13851330000034,459.899005299998,460.914698999997,460.883311199999,None,459.899005299998,None,459.899005299998,None,459.899005299998,None,464.015938699999,None,464.015938699999,None,464.015938699999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,6,42,12,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,negative,j,j,1,3.22387119999985,465.080210299999,466.0967232,466.063813599998,None,465.080210299999,None,465.080210299999,None,465.080210299999,None,469.2825385,None,469.2825385,None,469.2825385,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,7,43,13,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,neutral,k,k,1,2.45561209999869,470.33238,471.395472099997,471.312312299997,None,470.33238,None,470.33238,None,470.33238,None,473.746541299999,None,473.746541299999,None,473.746541299999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,8,44,2,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,positive,positive,l,l,1,3.18391429999974,474.7946825,475.827568799999,475.795298199999,None,474.7946825,None,474.7946825,None,474.7946825,None,478.945551299999,None,478.945551299999,None,478.945551299999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,9,45,15,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,positive,negative,j,j,1,3.79214350000257,479.961531199999,481.026966099998,480.979602799998,None,479.961531199999,None,479.961531199999,None,479.961531199999,None,484.744386299997,None,484.744386299997,None,484.744386299997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,10,46,1,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,neutral,k,k,1,3.16898179999771,485.775851099999,486.792471699999,486.758233699999,None,485.775851099999,None,485.775851099999,None,485.775851099999,None,489.942940999998,None,489.942940999998,None,489.942940999998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,11,47,11,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,positive,l,l,1,2.66419189999942,490.9791936,492.0405302,491.959908699999,None,490.9791936,None,490.9791936,None,490.9791936,None,494.625024999998,None,494.625024999998,None,494.625024999998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,12,48,0,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,negative,negative,j,j,1,3.30830399999832,495.674611299997,496.689365899998,496.6603894,None,495.674611299997,None,495.674611299997,None,495.674611299997,None,499.956891999998,None,499.956891999998,None,499.956891999998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,13,49,17,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,positive,l,l,1,3.87451940000028,501.004737899999,502.038092899998,502.004627099999,None,501.004737899999,None,501.004737899999,None,501.004737899999,None,505.855424499998,None,505.855424499998,None,505.855424499998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,14,50,7,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,negative,neutral,k,k,1,7.95024900000135,506.889881499999,507.904107899998,507.904107899998,None,506.889881499999,None,506.889881499999,None,506.889881499999,None,515.817808699998,None,515.817808699998,None,515.817808699998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,15,51,16,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,negative,neutral,k,k,1,3.93662789999871,516.853967499999,517.883947599999,517.850567999998,None,516.853967499999,None,516.853967499999,None,516.853967499999,None,521.7661367,None,521.7661367,None,521.7661367,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,16,52,6,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,positive,negative,j,j,1,1.91217110000071,522.799279399998,523.849610199999,523.817357799999,None,522.799279399998,None,522.799279399998,None,522.799279399998,None,525.668826266665,None,525.668826266665,None,525.668826266665,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,17,53,3,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,neutral,negative,j,j,1,4.77396360000057,525.700470899999,526.732351699997,526.732351699997,None,525.700470899999,None,525.700470899999,None,525.700470899999,None,531.480804699997,None,531.480804699997,None,531.480804699997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,0,54,17,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,positive,l,l,1,4.24010039999848,532.513645899999,533.5639902,533.5137794,None,532.513645899999,None,532.513645899999,None,532.513645899999,None,537.7308443,None,537.7308443,None,537.7308443,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
