distractor,target,set,ans1,ans2,rep_loop4_thisRepN,rep_loop4_thisTrialN,rep_loop4_thisN,rep_loop4_thisIndex,st2_prac_loop_thisRepN,st2_prac_loop_thisTrialN,st2_prac_loop_thisN,st2_prac_loop_thisIndex,block_thisRepN,block_thisTrialN,block_thisN,block_thisIndex,st2_main_loop_thisRepN,st2_main_loop_thisTrialN,st2_main_loop_thisN,st2_main_loop_thisIndex,image_4_started,wait_img_started,key_resp_3_keys,key_resp_3_rt,image_5_started,ins_rep_img_started,st_prac_back_started,prac_img_started,st_fix_back_started,st_fix_2_started,main_prac,st_back_started,st_ans,st_res,st_corr,st_rt,st2_resp_keys,st2_resp_corr,st_main_back_started,mouse_4_started,main_key_started,main_img_started,mouse_4_x,mouse_4_y,mouse_4_leftButton,mouse_4_midButton,mouse_4_rightButton,main_key_keys,main_key_rt,contineu_img_started,key_resp_9_started,key_resp_9_keys,key_resp_9_rt,text_2_started,id_,date,expName,psychopyVersion,frameRate
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,38,38,5,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,250.673829999985,None,None,1,1.52911130012944,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,39,39,20,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,253.190115799895,None,None,1,1.53262579999864,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,40,40,34,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,255.724895699881,k,k,1,0.998014200013131,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,41,41,3,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,257.724470599787,None,None,1,1.53043749998324,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,42,42,33,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,260.256243099924,None,None,1,1.53189629991539,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,43,43,37,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,262.790227799909,None,None,1,1.53169789980166,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,44,44,55,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,265.324163699988,k,k,1,1.16518200002611,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,45,45,6,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,267.491995699937,None,None,1,1.53082320000976,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,46,46,16,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,270.024475099985,k,k,1,1.19958029990084,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,47,47,18,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,272.225478999782,None,None,1,1.53194509982131,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,48,48,47,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,274.757861199789,k,k,1,0.897821499966085,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,49,49,23,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,276.659017799888,None,None,1,1.53105969983153,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,50,50,1,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,279.191241199849,None,None,1,1.53202780010179,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,51,51,27,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,281.725333099952,k,k,1,1.06596319982782,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,52,52,25,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,283.792110099923,k,k,1,1.00010579987429,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,53,53,54,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,285.792896499857,None,None,1,1.5272496000398,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,54,54,19,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,288.325521899853,k,k,1,0.800930199911818,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,55,55,17,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,290.126560000004,None,None,1,1.52904210006818,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,56,56,29,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,292.658780699829,None,None,1,1.53356060013175,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,57,57,30,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,295.192151199793,None,None,1,1.52980859996751,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,58,58,38,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,297.725549199851,None,None,1,1.51544340001419,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,59,59,46,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,300.242835599929,None,None,1,1.53252759994939,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,302.776378099807,302.776378099807,space,12.3690388002433,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,0,0,12,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,315.227012499934,None,None,1,1.51876020012423,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,1,1,19,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,317.744485799922,k,k,1,0.997446400113404,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,2,2,35,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,319.744665399892,k,k,1,0.966792900115252,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,3,3,58,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,321.71075009997,None,None,1,1.51195880002342,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,4,4,44,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,324.227194399806,k,k,1,1.016040999908,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,5,5,10,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,326.245118099963,k,k,1,0.86664339993149,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,6,6,37,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,328.11088069994,None,None,1,1.51186570012942,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,7,7,57,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,330.628593300004,None,None,1,1.53001750004478,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,8,8,31,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,333.160769499838,None,None,1,1.53274920000695,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,9,9,3,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,335.694925399963,None,None,1,1.53197570005432,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,10,10,48,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,338.22814729996,None,None,1,1.53315949998796,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,11,11,30,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,340.7631635,None,None,1,1.53062859992497,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,12,12,28,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,343.295148499776,None,None,1,1.53104000003077,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,13,13,36,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,345.828637099825,k,k,1,1.7007816999685,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,14,14,6,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,348.529368599877,None,None,1,1.52968360017985,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,15,15,27,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,351.062075299909,k,k,1,0.838145300047472,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,16,16,24,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,352.896289499942,k,k,1,0.795026799896732,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,17,17,22,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,354.696165299974,None,None,1,1.52944600000046,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,18,18,55,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,357.22881559981,k,k,1,1.36643649986945,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,19,19,56,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,359.596607799875,k,k,1,0.965502300066873,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,20,20,7,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,361.564510599943,None,None,1,1.52945029991679,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,21,21,49,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,364.095859599998,None,None,1,1.53107859985903,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,22,22,32,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,366.629305099836,k,k,1,1.16841390007176,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,23,23,43,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,368.797388399951,None,None,1,1.52677669981495,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,24,24,4,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,371.329437499866,k,k,1,0.899495499907061,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,25,25,23,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,373.231033799937,None,None,1,1.53116210014559,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,26,26,25,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,375.763108199928,k,k,1,1.1335624998901,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,27,27,14,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,377.898067499977,None,None,1,1.52913759998046,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,28,28,39,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,380.430547699798,None,None,1,1.5318557000719,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,29,29,51,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,382.963839099975,None,None,1,1.5326045001857,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,30,30,9,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,385.49721479998,k,k,1,1.23219420015812,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,31,31,46,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,387.732245299965,None,None,1,1.53043309994973,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,32,32,16,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,390.264439199818,k,k,1,1.23340560006909,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,33,33,47,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,392.498652299866,k,k,1,0.831250599818304,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,34,34,41,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,394.33255949989,k,k,1,0.899386800127104,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,35,35,26,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,396.231530599995,k,k,1,1.06348580005579,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,36,36,40,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,398.298986399779,None,None,1,1.53147229994647,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,37,37,52,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,400.831675599795,None,None,1,1.53186800004914,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,38,38,53,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,403.366820399882,k,k,1,0.93141009984538,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,39,39,11,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,405.299540099921,None,None,1,1.5297185999807,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
