target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,block_thisRepN,block_thisTrialN,block_thisN,block_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,image_8_started,image_8_stopped,start_wait_started,start_wait_stopped,key_resp_9_keys,key_resp_9_rt,key_resp_9_started,key_resp_9_stopped,fl_inst_resp_keys,fl_inst_resp_rt,image_4_started,image_4_stopped,image_5_started,image_5_stopped,image_6_started,image_6_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,key_resp_rt,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,image_7_started,image_7_stopped,contineu_img_started,contineu_img_stopped,key_resp_8_keys,key_resp_8_rt,key_resp_8_started,key_resp_8_stopped,id_,date,expName,psychopyVersion,frameRate
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,9,45,17,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,positive,j,j,1,2.10337939998135,457.85433979996,458.854712100001,458.821496899938,None,457.85433979996,None,457.85433979996,None,457.85433979996,None,460.922397800023,None,460.922397800023,None,460.922397800023,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,10,46,9,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,negative,negative,l,l,1,1.33724740007892,461.922622199985,462.955249199993,462.888312399969,None,461.922622199985,None,461.922622199985,None,461.922622199985,None,464.253554639977,None,464.253554639977,None,464.253554639977,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,11,47,1,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,neutral,k,k,1,1.46504030004144,464.254118399927,465.256073799916,465.222618600004,None,464.254118399927,None,464.254118399927,None,464.254118399927,None,466.721561040019,None,466.721561040019,None,466.721561040019,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,12,48,15,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,positive,negative,l,l,1,1.53070130001288,466.724587399978,467.756018599961,467.689437099965,None,466.724587399978,None,466.724587399978,None,466.724587399978,None,469.253635340009,None,469.253635340009,None,469.253635340009,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,13,49,3,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,neutral,negative,l,l,1,1.93258670007344,469.25414189999,470.255177699961,470.221691299928,None,469.25414189999,None,469.25414189999,None,469.25414189999,None,472.188118539972,None,472.188118539972,None,472.188118539972,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,14,50,5,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,negative,positive,j,j,1,1.83177160006016,472.190257099923,473.18953209999,473.156420300016,None,472.190257099923,None,472.190257099923,None,472.190257099923,None,475.021520739992,None,475.021520739992,None,475.021520739992,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,15,51,8,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,neutral,positive,j,j,1,1.2976935999468,475.022564599989,476.053621599916,475.987871899968,None,475.022564599989,None,475.022564599989,None,475.022564599989,None,477.322023640026,None,477.322023640026,None,477.322023640026,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,16,52,2,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,positive,positive,j,j,1,1.19921489991248,477.321979300003,478.323280100012,478.291223199922,None,477.321979300003,None,477.321979300003,None,477.321979300003,None,479.522274140024,None,479.522274140024,None,479.522274140024,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,17,53,11,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,positive,j,j,1,1.3970228000544,479.524584800005,480.55709649995,480.4904905,None,479.524584800005,None,479.524584800005,None,479.524584800005,None,481.921285939973,None,481.921285939973,None,481.921285939973,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,0,54,4,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,positive,neutral,k,k,1,1.49770269996952,481.922972699977,482.95409689995,482.887707800022,None,481.922972699977,None,481.922972699977,None,481.922972699977,None,484.421367640013,None,484.421367640013,None,484.421367640013,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,1,55,2,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,positive,positive,j,j,1,1.61686870001722,484.423135599936,485.437711799983,485.403850000002,None,484.423135599936,None,484.423135599936,None,484.423135599936,None,487.03938773995,None,487.03938773995,None,487.03938773995,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,2,56,14,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,negative,positive,j,j,1,2.06572740001138,487.040185899939,488.040041600005,488.007415600005,None,487.040185899939,None,487.040185899939,None,487.040185899939,None,490.106469999999,None,490.106469999999,None,490.106469999999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,3,57,8,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,positive,j,j,1,1.27341140003409,491.106790199992,492.107520999969,492.074119600002,None,491.106790199992,None,491.106790199992,None,491.106790199992,None,493.373038139998,None,493.373038139998,None,493.373038139998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,4,58,7,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,negative,neutral,k,k,1,1.19733689993154,493.375379299978,494.408134299912,494.341146499966,None,493.375379299978,None,493.375379299978,None,493.375379299978,None,495.573788639961,None,495.573788639961,None,495.573788639961,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,5,59,10,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,neutral,neutral,k,k,1,1.2969133000588,495.576297999942,496.608081799932,496.541666899924,None,495.576297999942,None,495.576297999942,None,495.576297999942,None,497.872887140012,None,497.872887140012,None,497.872887140012,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,6,60,1,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,neutral,k,k,1,2.53186180000193,497.873869300005,498.905441500014,498.839527799981,None,497.873869300005,None,497.873869300005,None,497.873869300005,None,501.406613799976,None,501.406613799976,None,501.406613799976,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,7,61,15,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,positive,negative,l,l,1,1.27290640003048,502.439624099992,503.439945499995,503.406011999934,None,502.439624099992,None,502.439624099992,None,502.439624099992,None,504.705924939935,None,504.705924939935,None,504.705924939935,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,8,62,9,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,negative,negative,l,l,1,1.53126800002065,504.707002199953,505.707976599922,505.674844300025,None,504.707002199953,None,504.707002199953,None,504.707002199953,None,507.239668239944,None,507.239668239944,None,507.239668239944,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,9,63,12,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,negative,l,l,1,1.29816240002401,507.24254170002,508.2745536,508.207918099943,None,507.24254170002,None,507.24254170002,None,507.24254170002,None,509.539440640004,None,509.539440640004,None,509.539440640004,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,10,64,0,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,negative,negative,l,l,1,1.21475919999648,509.539653299958,510.538841399946,510.505979700014,None,509.539653299958,None,509.539653299958,None,509.539653299958,None,511.755860339955,None,511.755860339955,None,511.755860339955,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,11,65,11,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,positive,j,j,1,1.49792630004231,511.756949499948,512.757861999911,512.724307499942,None,511.756949499948,None,511.756949499948,None,511.756949499948,None,514.255615139951,None,514.255615139951,None,514.255615139951,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,12,66,16,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,negative,neutral,k,k,1,1.80500829999801,514.257450999925,515.289165899972,515.222541900002,None,514.257450999925,None,514.257450999925,None,514.257450999925,None,517.058540039917,None,517.058540039917,None,517.058540039917,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,13,67,13,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,neutral,k,k,1,1.62791769998148,517.093216300011,518.125758399954,518.05908539996,None,517.093216300011,None,517.093216300011,None,517.093216300011,None,519.690996139997,None,519.690996139997,None,519.690996139997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,14,68,3,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,neutral,negative,l,l,1,2.02916869998444,519.693698299932,520.723076299997,520.689497199957,None,519.693698299932,None,519.693698299932,None,519.693698299932,None,522.724378700019,None,522.724378700019,None,522.724378700019,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,15,69,6,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,positive,negative,l,l,1,1.40538330003619,523.72445609991,524.725234100013,524.692386399955,None,523.72445609991,None,523.72445609991,None,523.72445609991,None,526.12457124003,None,526.12457124003,None,526.12457124003,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,16,70,17,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,positive,j,j,1,3.26547779992688,526.124804799911,527.126662199968,527.092738599982,None,526.124804799911,None,526.124804799911,None,526.124804799911,None,530.392147599952,None,530.392147599952,None,530.392147599952,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,17,71,5,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,negative,positive,j,j,1,1.13800099992659,531.392389099929,532.392473999993,532.359229899943,None,531.392389099929,None,531.392389099929,None,531.392389099929,None,533.525334639929,None,533.525334639929,None,533.525334639929,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,0,72,16,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,negative,neutral,k,k,1,1.83145930001047,533.525579600013,534.526382599957,534.492921199999,None,533.525579600013,None,533.525579600013,None,533.525579600013,None,536.358416639955,None,536.358416639955,None,536.358416639955,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,1,73,9,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,negative,negative,l,l,1,1.69871750008315,536.358888000017,537.391377400025,537.324274500017,None,536.358888000017,None,536.358888000017,None,536.358888000017,None,539.058733639994,None,539.058733639994,None,539.058733639994,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,2,74,1,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,neutral,k,l,0,1.72993059991859,539.061229599989,540.08995309996,540.023774200003,None,539.061229599989,None,539.061229599989,None,539.061229599989,None,541.791048199986,None,541.791048199986,None,541.791048199986,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,3,75,0,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,negative,negative,l,l,1,2.36854459997267,542.793873999966,543.794947899994,543.760098299943,None,542.793873999966,None,542.793873999966,None,542.793873999966,None,546.158436800004,None,546.158436800004,None,546.158436800004,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,4,76,8,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,positive,j,j,1,1.34077420004178,547.159394899965,548.159389499924,548.126175299985,None,547.159394899965,None,547.159394899965,None,547.159394899965,None,549.493505339942,None,549.493505339942,None,549.493505339942,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,5,77,12,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,neutral,negative,l,l,1,2.89525100006722,549.491030199919,550.493277399917,550.460730999941,None,549.491030199919,None,549.491030199919,None,549.491030199919,None,553.391457099933,None,553.391457099933,None,553.391457099933,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,6,78,11,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,positive,positive,j,j,1,2.472856999957,554.391928099911,555.393582599936,555.359957100009,None,554.391928099911,None,554.391928099911,None,554.391928099911,None,557.858965400024,None,557.858965400024,None,557.858965400024,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,7,79,2,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,positive,positive,j,j,1,1.20303099998273,558.86076890002,559.892502199975,559.824908399954,None,558.86076890002,None,558.86076890002,None,558.86076890002,None,561.059183039924,None,561.059183039924,None,561.059183039924,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,8,80,3,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,negative,l,l,1,1.49895199993625,561.060406900011,562.091573599959,562.025491999928,None,561.060406900011,None,561.060406900011,None,561.060406900011,None,563.559303640027,None,563.559303640027,None,563.559303640027,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,9,81,14,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,negative,positive,j,j,1,2.16780380008277,563.56023339997,564.591974899988,564.52472779993,None,563.56023339997,None,563.56023339997,None,563.56023339997,None,566.728990299976,None,566.728990299976,None,566.728990299976,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,10,82,15,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,negative,l,l,1,2.57141029997729,567.76165469992,568.761847099988,568.728353300015,None,567.76165469992,None,567.76165469992,None,567.76165469992,None,571.32533069991,None,571.32533069991,None,571.32533069991,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,11,83,5,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,negative,positive,j,k,0,1.50452690001111,572.328140700003,573.327471599914,573.294250699924,None,572.328140700003,None,572.328140700003,None,572.328140700003,None,574.828482999932,None,574.828482999932,None,574.828482999932,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,12,84,6,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,positive,negative,l,l,1,1.90449689992238,575.860127100023,576.861257100012,576.827914999914,None,575.860127100023,None,575.860127100023,None,575.860127100023,None,578.759590439952,None,578.759590439952,None,578.759590439952,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,13,85,4,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,positive,neutral,k,k,1,1.49937770003453,578.760414800025,579.760819699964,579.727310099988,None,578.760414800025,None,578.760414800025,None,578.760414800025,None,581.260311039968,None,581.260311039968,None,581.260311039968,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,14,86,7,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,negative,neutral,k,k,1,1.63238970004022,581.261096199974,582.26130839996,582.228380399989,None,581.261096199974,None,581.261096199974,None,581.261096199974,None,583.894412240002,None,583.894412240002,None,583.894412240002,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,15,87,17,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,positive,j,j,1,1.33144580002408,583.894508700003,584.895860799938,584.86272189999,None,583.894508700003,None,583.894508700003,None,583.894508700003,None,586.227816139918,None,586.227816139918,None,586.227816139918,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,16,88,10,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,neutral,neutral,k,k,1,1.49688190000597,586.229512099992,587.262520899996,587.192844699952,None,586.229512099992,None,586.229512099992,None,586.229512099992,None,588.726929339918,None,588.726929339918,None,588.726929339918,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
