target,distractor,set,ans1,ans2,total_experiment_thisRepN,total_experiment_thisTrialN,total_experiment_thisN,total_experiment_thisIndex,word_task_thisRepN,word_task_thisTrialN,word_task_thisN,word_task_thisIndex,flanker_task_thisRepN,flanker_task_thisTrialN,flanker_task_thisN,flanker_task_thisIndex,conjunction_task_thisRepN,conjunction_task_thisTrialN,conjunction_task_thisN,conjunction_task_thisIndex,second_end_thisRepN,second_end_thisTrialN,second_end_thisN,second_end_thisIndex,last_end_thisRepN,last_end_thisTrialN,last_end_thisN,last_end_thisIndex,fl_inst_loop_thisRepN,fl_inst_loop_thisTrialN,fl_inst_loop_thisN,fl_inst_loop_thisIndex,fl_prac_loop_thisRepN,fl_prac_loop_thisTrialN,fl_prac_loop_thisN,fl_prac_loop_thisIndex,fl_main_loop_thisRepN,fl_main_loop_thisTrialN,fl_main_loop_thisN,fl_main_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,image_4_started,back_2_started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fix_fl_started,targ_started,fl_key_started,fix_fl_stopped,fl_ans,fl_res,fl_corr,fl_rt,fl_key_keys,fl_key_corr,fl_key_rt,mainback_started,key_resp_6_keys,key_resp_6_rt,back_2_stopped,text_5_started,key_resp_9_started,x____,x__,x___1,weather,flanker,conjunction,test_mode,date,expName,psychopyVersion,frameRate
neutral,negative,1,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,8,8,7,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,2,2,1,negative,neutral,668.4630363,669.442539799998,669.442539799998,669.479752399999,k,l,0,3.47248670000045,l,0,3.46125860000211,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
positive,positive,1,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,9,9,2,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,1,positive,positive,673.933621599999,674.923474899999,674.923474899999,674.9400288,j,j,1,2.501037,j,1,2.48332830000072,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
positive,neutral,2,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,10,10,17,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,2,neutral,positive,678.4311946,679.4068145,679.4068145,679.440074999999,j,j,1,1.91489999999976,j,1,1.90466970000125,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
negative,negative,1,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,11,0,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,1,negative,negative,682.349191399999,683.340461,683.340461,683.357418799998,l,l,1,5.00692979999985,l,1,4.98616650000076,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
negative,positive,1,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,12,12,6,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,2,2,1,positive,negative,689.367918,690.349289299998,690.349289299998,690.3856987,l,l,1,2.24059169999964,l,1,2.2261610000005,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
positive,neutral,1,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,13,13,8,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,1,neutral,positive,693.613241699999,694.591767399999,694.591767399999,694.6264842,j,j,1,1.99009930000102,j,1,1.97671240000091,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
negative,neutral,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14,14,12,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,2,neutral,negative,697.612055,698.5899199,698.5899199,698.623346299999,l,k,0,2.54379250000056,k,0,2.53672700000061,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
positive,negative,2,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15,15,14,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,2,negative,positive,702.167802399999,703.140253599999,703.140253599999,703.174971999999,j,j,1,1.48483039999883,j,1,1.46641970000201,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
neutral,positive,1,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,16,16,4,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,2,2,1,positive,neutral,704.6592095,705.633799499999,705.633799499999,705.6736485,k,k,1,2.80390480000096,k,1,2.79730550000022,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
negative,negative,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,17,17,9,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,2,negative,negative,709.466762599999,710.4571688,710.4571688,710.475280999999,l,l,1,1.8071689999997,l,1,1.78218890000062,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
negative,positive,1,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,6,,NaN,NaN,720.506121999999,main,1,1,1,positive,negative,722.523125199998,723.507843799998,723.507843799998,723.525220399999,l,l,1,1.72260690000257,l,1,1.70000129999971,713.276744199999,space,7.20271720000164,722.523125199998,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
positive,positive,1,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,1,2,,NaN,NaN,NaN,main,2,2,1,positive,positive,726.2513468,727.2330883,727.2330883,727.265573599998,j,j,1,1.72589530000187,j,1,1.71010129999922,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
negative,negative,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,2,2,9,,NaN,NaN,NaN,main,1,1,2,negative,negative,729.983661800001,730.9714117,730.9714117,730.989827499998,l,k,0,1.90751330000057,k,0,1.89131370000177,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
negative,positive,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3,3,15,,NaN,NaN,NaN,main,1,1,2,positive,negative,733.898207300001,734.8869032,734.8869032,734.905970899999,l,l,1,1.52553199999966,l,1,1.50436710000213,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
neutral,negative,2,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,4,4,16,,NaN,NaN,NaN,main,2,2,2,negative,neutral,737.429568,738.423214999999,738.423214999999,738.439941000001,k,k,1,1.19209859999683,k,1,1.17554510000264,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
negative,negative,1,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,5,0,,NaN,NaN,NaN,main,1,1,1,negative,negative,739.631834600001,740.610658999998,740.610658999998,740.647897499999,l,l,1,2.31632470000113,l,1,2.30028970000058,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
positive,negative,2,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6,6,14,,NaN,NaN,NaN,main,1,1,2,negative,positive,743.947799999998,744.934342299999,744.934342299999,744.952221,j,j,1,1.19324750000305,j,1,1.17627790000188,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
positive,neutral,1,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,7,7,8,,NaN,NaN,NaN,main,2,2,1,neutral,positive,746.149356999998,747.123413400001,747.123413400001,747.156791900001,j,j,1,1.82748340000035,j,1,1.81214270000055,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
neutral,positive,1,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,8,8,4,,NaN,NaN,NaN,main,2,2,1,positive,neutral,749.984921299998,750.970099399998,750.970099399998,750.988975299999,k,k,1,1.24005829999805,k,1,1.21514780000143,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
positive,positive,2,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,9,9,11,,NaN,NaN,NaN,main,2,2,2,positive,positive,752.223310099998,753.211175599998,753.211175599998,753.228596599998,j,j,1,1.34847689999879,j,1,1.33186980000028,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
neutral,neutral,1,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,10,10,1,,NaN,NaN,NaN,main,2,2,1,neutral,neutral,754.575688999998,755.562792299999,755.562792299999,755.581227300001,k,k,1,1.43388100000084,k,1,1.41279620000205,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
positive,neutral,2,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,11,17,,NaN,NaN,NaN,main,1,1,2,neutral,positive,757.014725999998,757.9900638,757.9900638,758.023540999999,j,j,1,1.18699519999791,j,1,1.16995650000172,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
positive,negative,1,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,12,12,5,,NaN,NaN,NaN,main,2,2,1,negative,positive,759.2013625,760.1904024,760.1904024,760.207309199999,j,j,1,1.53368580000097,j,1,1.51257719999921,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
negative,neutral,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,13,13,12,,NaN,NaN,NaN,main,1,1,2,neutral,negative,762.728986800001,763.706927499999,763.706927499999,763.740776300001,l,l,1,1.54097600000023,l,1,1.54053819999899,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
neutral,positive,2,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14,14,13,,NaN,NaN,NaN,main,2,2,2,positive,neutral,766.286466699999,767.262565000001,767.262565000001,767.298826399998,k,k,1,1.10315140000239,k,1,1.0975956000002,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
negative,neutral,1,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15,15,3,,NaN,NaN,NaN,main,1,1,1,neutral,negative,768.3868076,769.378520300001,769.378520300001,769.396148799999,l,l,1,3.05258039999899,l,1,3.0287685000003,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
neutral,neutral,2,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,16,16,10,,NaN,NaN,NaN,main,2,2,2,neutral,neutral,773.446845399998,774.440295599998,774.440295599998,774.456791500001,k,k,1,1.0607044999997,k,1,1.03881920000276,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
neutral,negative,1,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,17,17,7,,NaN,NaN,NaN,main,1,1,1,negative,neutral,775.512536800001,776.4900628,776.4900628,776.524528099999,k,k,1,1.30054569999993,k,1,1.28621650000059,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
negative,neutral,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,18,12,,NaN,NaN,NaN,main,2,2,2,neutral,negative,777.817984400001,778.800640599999,778.800640599999,778.8193164,l,l,1,1.39164869999877,l,1,1.36767990000226,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
negative,positive,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,19,15,,NaN,NaN,NaN,main,2,2,2,positive,negative,780.206628299999,781.189945800001,781.189945800001,781.2066505,l,l,1,1.51207939999949,l,1,1.49693509999997,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
positive,negative,1,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,20,5,,NaN,NaN,NaN,main,2,2,1,negative,positive,783.7346077,784.7233352,784.7233352,784.740123299998,j,j,1,1.32900979999977,j,1,1.3009802000015,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
negative,negative,1,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,21,0,,NaN,NaN,NaN,main,2,2,1,negative,negative,786.0653079,787.040184599999,787.040184599999,787.077172900001,l,k,0,2.57189240000298,k,0,2.55950129999837,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
negative,neutral,1,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,4,22,3,,NaN,NaN,NaN,main,2,2,1,neutral,negative,790.645910700001,791.640567899998,791.640567899998,791.658132699999,l,l,1,1.3763841,l,1,1.35173059999943,NaN,,NaN,NaN,NaN,NaN,101,59,여성,no,yes,yes,no,2023-11-28_14h16.18.190,experiment_2311,2022.2.5,59.9134609968903
