distractor,target,set,ans1,ans2,rep_loop4_thisRepN,rep_loop4_thisTrialN,rep_loop4_thisN,rep_loop4_thisIndex,st2_prac_loop_thisRepN,st2_prac_loop_thisTrialN,st2_prac_loop_thisN,st2_prac_loop_thisIndex,block_thisRepN,block_thisTrialN,block_thisN,block_thisIndex,st2_main_loop_thisRepN,st2_main_loop_thisTrialN,st2_main_loop_thisN,st2_main_loop_thisIndex,image_4_started,wait_img_started,key_resp_3_keys,key_resp_3_rt,image_5_started,ins_rep_img_started,st_prac_back_started,prac_img_started,st_fix_back_started,st_fix_2_started,main_prac,st_back_started,st_ans,st_res,st_corr,st_rt,st2_resp_keys,st2_resp_corr,st_main_back_started,mouse_4_started,main_key_started,main_img_started,mouse_4_x,mouse_4_y,mouse_4_leftButton,mouse_4_midButton,mouse_4_rightButton,main_key_keys,main_key_rt,contineu_img_started,key_resp_9_started,key_resp_9_keys,key_resp_9_rt,text_2_started,id_,date,expName,psychopyVersion,frameRate
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,46,46,44,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,485.656595499953,k,k,1,1.36832550005056,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,47,47,35,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,488.023623500019,k,k,1,1.06554290000349,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,48,48,47,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,490.089684800012,k,k,1,1.39664960000664,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,49,49,24,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,492.487039000029,k,k,1,1.33204269991256,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,50,50,1,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,494.822249299963,None,None,1,1.5337651000591,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,51,51,54,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,497.356717600022,None,None,1,1.53064369992353,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,52,52,55,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,499.88879170001,k,k,1,1.20016590005253,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,53,53,13,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,502.08890480001,None,None,1,1.53354480001144,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,54,54,49,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,504.624215099961,None,None,1,1.53066510008648,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,55,55,48,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,507.156565999961,None,None,1,1.53272870008368,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,56,56,33,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,509.690204099985,None,None,1,1.53236950002611,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,57,57,37,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,512.223547499976,None,None,1,1.53274759999476,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,58,58,4,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,514.756332800025,k,k,1,1.36730349995196,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,59,59,40,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,517.12464709999,None,None,1,1.53239499998745,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,519.657851599972,519.657851599972,space,3.82524780009408,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,523.538719999953,NaN,,,,
