distractor,target,set,ans1,ans2,rep_loop4_thisRepN,rep_loop4_thisTrialN,rep_loop4_thisN,rep_loop4_thisIndex,st2_prac_loop_thisRepN,st2_prac_loop_thisTrialN,st2_prac_loop_thisN,st2_prac_loop_thisIndex,block_thisRepN,block_thisTrialN,block_thisN,block_thisIndex,st2_main_loop_thisRepN,st2_main_loop_thisTrialN,st2_main_loop_thisN,st2_main_loop_thisIndex,image_4_started,wait_img_started,key_resp_3_keys,key_resp_3_rt,image_5_started,ins_rep_img_started,st_prac_back_started,prac_img_started,st_fix_back_started,st_fix_2_started,main_prac,st_back_started,st_ans,st_res,st_corr,st_rt,st2_resp_keys,st2_resp_corr,st_main_back_started,mouse_4_started,main_key_started,main_img_started,mouse_4_x,mouse_4_y,mouse_4_leftButton,mouse_4_midButton,mouse_4_rightButton,main_key_keys,main_key_rt,contineu_img_started,key_resp_9_started,key_resp_9_keys,key_resp_9_rt,text_2_started,id_,date,expName,psychopyVersion,frameRate
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.9810239999788,32.9810239999788,space,49.1945776999928,89.7459588999627,89.7459588999627,91.4083656999283,91.4083656999283,93.4406574999448,93.4406574999448,prac,95.4715469999937,None,None,1,1.53256670001429,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,red,2,None,None,NaN,NaN,NaN,NaN,0,1,1,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,prac,97.9844671000028,None,None,1,1.53085979993921,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,red,1,None,None,NaN,NaN,NaN,NaN,0,2,2,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,prac,100.51757409994,None,None,1,1.53390919999219,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,0,3,3,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,prac,103.053935799981,k,k,1,1.34139779990073,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,red,2,None,None,NaN,NaN,NaN,NaN,0,4,4,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,prac,105.390174099943,None,None,1,1.5224263999844,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,blue,2,None,k,NaN,NaN,NaN,NaN,0,5,5,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,prac,107.919164099963,k,k,1,5.76345259998925,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,0,6,6,18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,prac,115.719078299939,None,None,1,1.53808010008652,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,0,7,7,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,prac,118.251951099955,None,None,1,1.52999109996017,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,0,8,8,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,prac,120.77393679996,None,None,1,1.51801740005612,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,blue,2,None,k,NaN,NaN,NaN,NaN,0,9,9,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,prac,123.305330800009,k,k,1,2.79696569999214,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,yellow,2,None,k,NaN,NaN,NaN,NaN,0,10,10,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,prac,128.137738600024,k,k,1,2.00191929994617,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,0,11,11,19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,prac,132.170020799967,k,k,1,1.00239959999453,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,0,12,12,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,prac,134.170074500027,k,k,1,0.899992699967697,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,yellow,2,k,None,NaN,NaN,NaN,NaN,0,13,13,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,prac,136.071851799963,None,None,1,1.53081859997474,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,blue,2,k,None,NaN,NaN,NaN,NaN,0,14,14,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,prac,138.604380700039,None,None,1,1.53384580009151,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,0,15,15,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,prac,141.138394700014,k,k,1,7.23029909993056,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,red,1,None,None,NaN,NaN,NaN,NaN,0,16,16,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,prac,150.406031799968,None,None,1,1.53316830005497,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,yellow,2,k,None,NaN,NaN,NaN,NaN,0,17,17,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,prac,152.937688100035,None,None,1,1.53215000010096,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,blue,2,k,None,NaN,NaN,NaN,NaN,0,18,18,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,prac,155.470643599983,None,None,1,1.53264970006421,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,yellow,2,None,k,NaN,NaN,NaN,NaN,0,19,19,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,prac,158.00555500004,k,k,1,1.39793570002075,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,160.408545000013,7.22999684512615e-05,160.408545000013,160.408545000013,0.0509259259259259,0.0305555555555556,0,0,0,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,space,12.3405373999849,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,2,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,172.796522599994,172.796522599994,main,174.827581799938,k,k,1,1.38308319996577,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,1,1,36,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,177.205591100035,k,k,1,1.49808140005916,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,2,2,43,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,179.707749199937,None,None,1,1.52854239998851,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,3,3,46,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,182.238918900024,None,None,1,1.53203170001507,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,4,4,35,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,184.772542199935,k,k,1,1.53523500007577,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,5,5,50,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,187.307602499961,None,None,1,1.53131729993038,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,6,6,26,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,189.840530699934,k,k,1,1.63144949998241,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,7,7,28,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,192.473640599987,None,None,1,1.53303530008998,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,8,8,40,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,195.007791799959,None,None,1,1.53094560001045,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,9,9,37,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,197.541148699936,None,None,1,1.53076999995392,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,10,10,3,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,200.072367899935,None,None,1,1.53358120005578,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,11,11,19,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,202.606756099965,k,k,1,1.69922329997644,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,12,12,59,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,205.307870000019,k,k,1,1.15160790004302,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,13,13,5,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,207.45969249995,None,None,1,1.53019670001231,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,14,14,15,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,209.991609600023,k,k,1,1.16547550004907,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,15,15,9,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,212.161802900024,k,k,1,0.982189700007439,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,16,16,14,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,214.142801499926,None,k,0,1.43303420010488,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,17,17,52,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,217.609178700019,None,None,1,1.53523640008643,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,18,18,54,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,220.142683399958,None,k,0,1.29755350004416,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,19,19,0,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,223.476095699938,None,None,1,1.53562009998132,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,20,20,49,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,226.009698400041,None,None,1,1.52986460004468,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,21,21,31,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,228.541896799929,None,None,1,1.5324800000526,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,22,22,34,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,231.075069100014,k,k,1,1.29911660007201,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,23,23,42,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,233.375683799968,None,None,1,1.53324550006073,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,24,24,29,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,235.909860000014,None,None,1,1.53315979999024,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,25,25,8,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,238.442410800024,k,k,1,1.02210539998487,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,26,26,25,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,240.478848799947,k,k,1,1.35757739993278,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,27,27,51,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,242.82860420004,None,None,1,1.53001530002803,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,28,28,7,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,245.358668999979,None,None,1,1.53322039998602,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,29,29,12,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,247.892459800001,None,None,1,1.53084749996196,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,30,30,13,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,250.425332600018,None,None,1,1.53254330006894,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,31,31,4,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,252.958731899969,k,k,1,1.91777350008488,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,32,32,41,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,255.877161699929,k,k,1,1.33357699995395,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,33,33,39,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,258.211791999987,None,None,1,1.53008309996221,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,34,34,57,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,260.743683899986,None,None,1,1.53345079999417,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,35,35,17,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,263.277171400026,None,None,1,1.53050360002089,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,36,36,38,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,265.811213999987,None,None,1,1.53107869997621,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,37,37,22,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,268.342387499986,None,None,1,1.51769290002994,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,38,38,10,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,270.861536499928,k,k,1,1.16539059998468,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,39,39,33,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,273.029107099981,None,None,1,1.53286509995814,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,203,2023-08-15_12h56.35.276,Main,2023.1.2,None
