target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,block_thisRepN,block_thisTrialN,block_thisN,block_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,image_8_started,image_8_stopped,start_wait_started,start_wait_stopped,key_resp_9_keys,key_resp_9_rt,key_resp_9_started,key_resp_9_stopped,fl_inst_resp_keys,fl_inst_resp_rt,image_4_started,image_4_stopped,image_5_started,image_5_stopped,image_6_started,image_6_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,key_resp_rt,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,image_7_started,image_7_stopped,contineu_img_started,contineu_img_stopped,key_resp_8_keys,key_resp_8_rt,key_resp_8_started,key_resp_8_stopped,text_2_started,text_2_stopped,id_,date,expName,psychopyVersion,frameRate
,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.8829052000001,None,37.8829052000001,None,space,3.13986759999898,37.8829052000001,None,,NaN,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,302,2023-08-15_12h43.21.797,Main,2022.1.1,None
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,space,61.6388270999996,103.8166908,None,103.8166908,None,NaN,,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,302,2023-08-15_12h43.21.797,Main,2022.1.1,None
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,0,0,0,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,105.2500619,None,107.2553838,None,prac,2,2,2,positive,neutral,k,k,1,2.23238820000006,109.335941900001,110.397095100001,110.3473092,None,109.335941900001,None,109.335941900001,None,109.335941900001,None,112.564514700001,None,112.564514700001,None,112.564514700001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,302,2023-08-15_12h43.21.797,Main,2022.1.1,None
negative,positive,1,j,l,NaN,NaN,NaN,NaN,0,1,1,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,prac,1,1,1,positive,negative,j,j,1,1.66258659999949,113.5959853,114.632620300001,114.596243100001,None,113.5959853,None,113.5959853,None,113.5959853,None,116.229775033335,None,116.229775033335,None,116.229775033335,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,302,2023-08-15_12h43.21.797,Main,2022.1.1,None
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,0,2,2,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,prac,1,1,1,neutral,positive,l,l,1,1.19367570000031,116.2795738,117.3118885,117.262279400002,None,116.2795738,None,116.2795738,None,116.2795738,None,118.428455133334,None,118.428455133334,None,118.428455133334,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,302,2023-08-15_12h43.21.797,Main,2022.1.1,None
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,0,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,prac,2,2,1,neutral,negative,j,j,1,1.12191180000082,118.496140900001,119.5282709,119.494683100002,None,118.496140900001,None,118.496140900001,None,118.496140900001,None,120.544268166667,None,120.544268166667,None,120.544268166667,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,302,2023-08-15_12h43.21.797,Main,2022.1.1,None
positive,positive,1,l,j,NaN,NaN,NaN,NaN,0,4,4,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,prac,2,2,1,positive,positive,l,l,1,1.29176950000146,120.612885,121.661229000001,121.627440800001,None,120.612885,None,120.612885,None,120.612885,None,122.843412666667,None,122.843412666667,None,122.843412666667,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,302,2023-08-15_12h43.21.797,Main,2022.1.1,None
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,0,5,5,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,prac,2,2,1,negative,neutral,k,k,1,1.05508530000043,122.878681800001,123.893952900002,123.864117200001,None,122.878681800001,None,122.878681800001,None,122.878681800001,None,124.910410233334,None,124.910410233334,None,124.910410233334,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,302,2023-08-15_12h43.21.797,Main,2022.1.1,None
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,6,6,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,prac,1,1,2,negative,neutral,k,k,1,1.39741330000106,124.9789268,126.043389,125.960239400001,None,124.9789268,None,124.9789268,None,124.9789268,None,127.313001333334,None,127.313001333334,None,127.313001333334,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,302,2023-08-15_12h43.21.797,Main,2022.1.1,None
negative,positive,2,j,l,NaN,NaN,NaN,NaN,0,7,7,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,prac,1,1,2,positive,negative,j,j,1,0.965564699999959,127.3602577,128.413268300001,128.342375200002,None,127.3602577,None,127.3602577,None,127.3602577,None,129.276983166667,None,129.276983166667,None,129.276983166667,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,302,2023-08-15_12h43.21.797,Main,2022.1.1,None
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,0,8,8,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,prac,2,2,2,neutral,neutral,k,k,1,2.33432059999905,129.329218600002,130.391962000002,130.3586966,None,129.329218600002,None,129.329218600002,None,129.329218600002,None,132.6413087,None,132.6413087,None,132.6413087,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,302,2023-08-15_12h43.21.797,Main,2022.1.1,None
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,0,9,9,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,prac,2,2,1,neutral,neutral,k,k,1,1.14471469999989,133.691129500001,134.727180700002,134.691667300001,None,133.691129500001,None,133.691129500001,None,133.691129500001,None,135.790739166667,None,135.790739166667,None,135.790739166667,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,302,2023-08-15_12h43.21.797,Main,2022.1.1,None
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,0,10,10,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,prac,1,1,1,positive,neutral,k,k,1,1.21812099999988,135.826258000001,136.877751600001,136.8408244,None,135.826258000001,None,135.826258000001,None,135.826258000001,None,138.023628433334,None,138.023628433334,None,138.023628433334,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,302,2023-08-15_12h43.21.797,Main,2022.1.1,None
positive,negative,2,l,j,NaN,NaN,NaN,NaN,0,11,11,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,prac,2,2,2,negative,positive,l,l,1,1.21518300000025,138.062616900001,139.123353200001,139.073762400001,None,138.062616900001,None,138.062616900001,None,138.062616900001,None,140.239832033335,None,140.239832033335,None,140.239832033335,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,NaN,NaN,302,2023-08-15_12h43.21.797,Main,2022.1.1,None
