target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_started,mouse_stopped,sound_1_started,sound_1_stopped,no_text_started,no_text_stopped,yes_text_started,yes_text_stopped,mouse_2_x,mouse_2_y,mouse_2_leftButton,mouse_2_midButton,mouse_2_rightButton,mouse_2_started,mouse_2_stopped,mouse_2_clicked_name,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,id_,age_,gender_,date,expName,psychopyVersion,frameRate
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,14,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,217.894433399983,None,main,2,2,2,negative,positive,j,j,1,0.755893800000194,219.912038399983,220.927758999984,220.882820600003,None,219.912038399983,None,219.912038399983,None,219.912038399983,None,221.651472229985,None,221.651472229985,None,221.651472229985,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,1,12,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,neutral,negative,l,l,1,0.76876030000858,221.670065899991,222.683124400006,222.648259199981,None,221.670065899991,None,221.670065899991,None,221.670065899991,None,223.424284129994,None,223.424284129994,None,223.424284129994,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,2,2,9,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,negative,negative,l,l,1,0.754858200001763,223.444422800007,224.447154599999,224.429051199986,None,223.444422800007,None,223.444422800007,None,223.444422800007,None,225.183078929994,None,225.183078929994,None,225.183078929994,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3,3,4,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,positive,neutral,k,k,1,0.628897399990819,225.198260999983,226.199676999997,226.183111699997,None,225.198260999983,None,225.198260999983,None,225.198260999983,None,226.813969429999,None,226.813969429999,None,226.813969429999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,4,4,15,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,positive,negative,l,l,1,0.73664540000027,226.83300709998,227.844537600002,227.825902899989,None,226.83300709998,None,226.83300709998,None,226.83300709998,None,228.55289433001,None,228.55289433001,None,228.55289433001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,5,10,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,neutral,neutral,k,k,1,0.755380899994634,228.570052099996,229.595371999982,229.549633399991,None,228.570052099996,None,228.570052099996,None,228.570052099996,None,230.311774729993,None,230.311774729993,None,230.311774729993,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6,6,0,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,negative,negative,l,l,1,0.941045999992639,230.332987000002,231.35967819998,231.315018599998,None,230.332987000002,None,230.332987000002,None,230.332987000002,None,232.254812229986,None,232.254812229986,None,232.254812229986,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,7,7,16,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,negative,neutral,k,k,1,0.682804100011708,232.270871199988,233.27799599999,233.259898599994,None,232.270871199988,None,232.270871199988,None,232.270871199988,None,233.940525129999,None,233.940525129999,None,233.940525129999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,8,8,2,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,positive,positive,j,j,1,0.638883499981603,233.956898500008,234.966745599988,234.933230299997,None,233.956898500008,None,233.956898500008,None,233.956898500008,None,235.583449029984,None,235.583449029984,None,235.583449029984,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,9,9,17,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,neutral,positive,j,j,1,0.652400199993281,235.600298500009,236.599915300001,236.583253199991,None,235.600298500009,None,235.600298500009,None,235.600298500009,None,237.237778329998,None,237.237778329998,None,237.237778329998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,10,10,1,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,neutral,neutral,k,k,1,0.68193279998377,237.255291299982,238.266733199998,238.232039199997,None,237.255291299982,None,237.255291299982,None,237.255291299982,None,238.92207183,None,238.92207183,None,238.92207183,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,11,8,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,neutral,positive,j,j,1,0.732142600027146,238.939323099999,239.96152859999,239.916735599982,None,238.939323099999,None,238.939323099999,None,238.939323099999,None,240.657308229982,None,240.657308229982,None,240.657308229982,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,12,12,6,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,positive,negative,l,l,1,0.644346000015503,240.673214799986,241.683406199998,241.647336900001,None,240.673214799986,None,240.673214799986,None,240.673214799986,None,242.302949829996,None,242.302949829996,None,242.302949829996,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,13,13,3,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,neutral,negative,l,l,1,0.915990700013936,242.321044199984,243.327879199991,243.309832700004,None,242.321044199984,None,242.321044199984,None,242.321044199984,None,244.22327602999,None,244.22327602999,None,244.22327602999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14,14,11,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,positive,positive,j,j,1,0.646497200010344,244.239544399985,245.2615047,245.216098300007,None,244.239544399985,None,244.239544399985,None,244.239544399985,None,245.87190983,None,245.87190983,None,245.87190983,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15,15,7,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,negative,neutral,k,k,1,0.615208300005179,245.888499499997,246.910010599997,246.864449899993,None,245.888499499997,None,245.888499499997,None,245.888499499997,None,247.489436929996,None,247.489436929996,None,247.489436929996,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,16,16,5,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,negative,positive,j,j,1,0.778151699982118,247.510108999995,248.528466299991,248.483554899984,None,247.510108999995,None,247.510108999995,None,247.510108999995,None,249.272542230008,None,249.272542230008,None,249.272542230008,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,17,17,13,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,positive,neutral,k,k,1,0.643524000013713,249.287740300002,250.30043979999,250.263917500008,None,249.287740300002,None,249.287740300002,None,249.287740300002,None,250.917869829989,None,250.917869829989,None,250.917869829989,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,18,8,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,neutral,positive,j,j,1,0.814404000004288,250.936306699994,251.950456099992,251.916494699981,None,250.936306699994,None,250.936306699994,None,250.936306699994,None,252.735395329984,None,252.735395329984,None,252.735395329984,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,19,17,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,neutral,positive,j,j,1,0.763977700000396,252.753052399989,253.777031000005,253.733668700006,None,252.753052399989,None,252.753052399989,None,252.753052399989,None,254.502489029992,None,254.502489029992,None,254.502489029992,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,20,1,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,neutral,neutral,k,k,1,0.732210099988151,254.518937899993,255.543459299981,255.500360699982,None,254.518937899993,None,254.518937899993,None,254.518937899993,None,256.237066529991,None,256.237066529991,None,256.237066529991,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,21,11,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,positive,positive,j,j,1,0.720725299994228,256.254932199983,257.266939499998,257.233589099982,None,256.254932199983,None,256.254932199983,None,256.254932199983,None,257.961434529987,None,257.961434529987,None,257.961434529987,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,4,22,12,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,neutral,negative,l,l,1,0.801939700002549,257.981862599991,259.000436000002,258.9633913,None,257.981862599991,None,257.981862599991,None,257.981862599991,None,259.763600229993,None,259.763600229993,None,259.763600229993,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,5,23,13,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,positive,neutral,k,k,1,0.720768600003794,259.789508199989,260.797852599993,260.779784099985,None,259.789508199989,None,259.789508199989,None,259.789508199989,None,261.490779330002,None,261.490779330002,None,261.490779330002,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,6,24,4,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,positive,neutral,k,k,1,0.909924899984617,261.508874099993,262.514388399984,262.495571699983,None,261.508874099993,None,261.508874099993,None,261.508874099993,None,263.404071329985,None,263.404071329985,None,263.404071329985,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,7,25,7,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,negative,neutral,k,k,1,0.865509199997177,263.422401899996,264.445345399989,264.400369199982,None,263.422401899996,None,263.422401899996,None,263.422401899996,None,265.272564730005,None,265.272564730005,None,265.272564730005,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,8,26,15,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,positive,negative,l,l,1,1.04984239998157,265.289323500008,266.301000699983,266.267191799998,None,265.289323500008,None,265.289323500008,None,265.289323500008,None,267.324319729998,None,267.324319729998,None,267.324319729998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,9,27,14,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,negative,positive,j,j,1,0.627868899988243,267.342177499988,268.350873399992,268.314085499995,None,267.342177499988,None,267.342177499988,None,267.342177499988,None,268.955483529987,None,268.955483529987,None,268.955483529987,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,10,28,16,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,negative,neutral,k,k,1,0.691355099988868,268.971956299996,269.984025099984,269.948074099986,None,268.971956299996,None,268.971956299996,None,268.971956299996,None,270.650759630001,None,270.650759630001,None,270.650759630001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,11,29,5,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,negative,positive,j,j,1,0.763430499995593,270.668444299983,271.678683100006,271.660494499985,None,270.668444299983,None,270.668444299983,None,270.668444299983,None,272.417367130003,None,272.417367130003,None,272.417367130003,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,12,30,0,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,negative,negative,l,l,1,0.785972399986349,272.436815499997,273.445803899987,273.427134800004,None,272.436815499997,None,272.436815499997,None,272.436815499997,None,274.205815030009,None,274.205815030009,None,274.205815030009,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,13,31,9,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,negative,negative,l,l,1,0.846502799977316,274.222791299981,275.233859200001,275.197461000003,None,274.222791299981,None,274.222791299981,None,274.222791299981,None,276.055719629987,None,276.055719629987,None,276.055719629987,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,14,32,2,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,positive,positive,j,j,1,0.796944400004577,276.0727014,277.084330699989,277.050515999988,None,276.0727014,None,276.0727014,None,276.0727014,None,277.855650730003,None,277.855650730003,None,277.855650730003,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,15,33,6,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,positive,negative,l,l,1,0.861954199994216,277.872016699985,278.885243500001,278.850019300007,None,277.872016699985,None,277.872016699985,None,277.872016699985,None,279.719834730009,None,279.719834730009,None,279.719834730009,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,16,34,3,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,neutral,negative,l,l,1,0.710482200025581,279.737128299981,280.760876799992,280.717707000003,None,279.737128299981,None,279.737128299981,None,279.737128299981,None,281.434211130001,None,281.434211130001,None,281.434211130001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,17,35,10,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,neutral,neutral,k,k,1,0.758166999992682,281.450798300008,282.4676951,282.430946799985,None,281.450798300008,None,281.450798300008,None,281.450798300008,None,283.195575330008,None,283.195575330008,None,283.195575330008,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0,36,14,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,negative,positive,j,j,1,0.758647900016513,283.2153942,284.234304799989,284.197504099982,None,283.2153942,None,283.2153942,None,283.2153942,None,284.955637029992,None,284.955637029992,None,284.955637029992,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1,37,12,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,neutral,negative,l,l,1,0.795033600006718,284.972038000007,285.984858499985,285.947495900007,None,284.972038000007,None,284.972038000007,None,284.972038000007,None,286.752961430009,None,286.752961430009,None,286.752961430009,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,38,5,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,negative,positive,j,j,1,0.77756839999347,286.770373100007,287.794141899998,287.751250500005,None,286.770373100007,None,286.770373100007,None,286.770373100007,None,288.534531730003,None,288.534531730003,None,288.534531730003,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,3,39,3,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,neutral,negative,l,l,1,0.982242999976734,288.551965599996,289.567892099993,289.532794400002,None,288.551965599996,None,288.551965599996,None,288.551965599996,None,290.519386229987,None,290.519386229987,None,290.519386229987,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,4,40,9,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,negative,negative,l,l,1,0.98689440000453,290.536344499997,291.560983600008,291.5181323,None,290.536344499997,None,290.536344499997,None,290.536344499997,None,292.508851629982,None,292.508851629982,None,292.508851629982,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,5,41,8,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,neutral,positive,j,j,1,0.784878000005847,292.526131199993,293.546235499991,293.500925200002,None,292.526131199993,None,292.526131199993,None,292.526131199993,None,294.297745630008,None,294.297745630008,None,294.297745630008,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,6,42,6,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,positive,negative,l,l,1,0.754396900010761,294.31788789999,295.318413900008,295.300985099981,None,294.31788789999,None,294.31788789999,None,294.31788789999,None,296.050613929992,None,296.050613929992,None,296.050613929992,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,7,43,1,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,neutral,neutral,k,k,1,0.715235499985283,296.075828500005,297.094624399993,297.051448899991,None,296.075828500005,None,296.075828500005,None,296.075828500005,None,297.773140229992,None,297.773140229992,None,297.773140229992,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,8,44,16,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,negative,neutral,k,k,1,0.846801999985473,297.791328899999,298.801583299995,298.767081600003,None,297.791328899999,None,297.791328899999,None,297.791328899999,None,299.623028729993,None,299.623028729993,None,299.623028729993,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
