rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,image_8_started,start_wait_started,key_resp_9_started,key_resp_9_keys,key_resp_9_rt,id_,date,expName,psychopyVersion,frameRate
NaN,NaN,NaN,NaN,523.437501100125,523.437501100125,523.437501100125,space,38.9071126997005,301,2023-08-15_12h50.28.017,Main,2023.1.2,60.2729884208814
